z,k_h_per_Mpc,P_k_Mpc_over_h_cubed
1.000000000000000000e+00,3.772892340879269385e-04,5.884349670083053070e+02
1.000000000000000000e+00,3.987516685640463869e-04,6.204884923901163347e+02
1.000000000000000000e+00,4.214350127614710853e-04,6.542632480962506634e+02
1.000000000000000000e+00,4.454087192182730470e-04,6.898474370884065365e+02
1.000000000000000000e+00,4.707461913420776757e-04,7.273333809075018053e+02
1.000000000000000000e+00,4.975250081588003135e-04,7.668171418878214354e+02
1.000000000000000000e+00,5.258271618464152629e-04,8.083989869396285712e+02
1.000000000000000000e+00,5.557393087810464944e-04,8.521834746605366036e+02
1.000000000000000000e+00,5.873530348640374236e-04,8.982785065551679509e+02
1.000000000000000000e+00,6.207651359423881077e-04,9.467973685731024034e+02
1.000000000000000000e+00,6.560779141811596193e-04,9.978561901185988745e+02
1.000000000000000000e+00,6.933994912952860627e-04,1.051576371748440806e+03
1.000000000000000000e+00,7.328441395998581140e-04,1.108082551639129861e+03
1.000000000000000000e+00,7.745326318924967458e-04,1.167504277608645680e+03
1.000000000000000000e+00,8.185926112390982208e-04,1.229973773566649925e+03
1.000000000000000000e+00,8.651589817951692383e-04,1.295628084992653385e+03
1.000000000000000000e+00,9.143743218593858475e-04,1.364607271505589324e+03
1.000000000000000000e+00,9.663893204240669521e-04,1.437055416247237872e+03
1.000000000000000000e+00,1.021363238559216610e-03,1.513118336295053268e+03
1.000000000000000000e+00,1.079464397042805565e-03,1.592945191462612001e+03
1.000000000000000000e+00,1.140870691730333378e-03,1.676687067412676015e+03
1.000000000000000000e+00,1.205770138241656726e-03,1.764496668563415142e+03
1.000000000000000000e+00,1.274361447632801382e-03,1.856526324031182412e+03
1.000000000000000000e+00,1.346854634815390552e-03,1.952928858203950995e+03
1.000000000000000000e+00,1.423471661586545034e-03,2.053855399365063477e+03
1.000000000000000000e+00,1.504447116238119076e-03,2.159455223048170865e+03
1.000000000000000000e+00,1.590028931826110905e-03,2.269871742442497180e+03
1.000000000000000000e+00,1.680479145299467250e-03,2.385245687678836020e+03
1.000000000000000000e+00,1.776074699812612472e-03,2.505709419928146417e+03
1.000000000000000000e+00,1.877108292678233590e-03,2.631387673799120876e+03
1.000000000000000000e+00,1.983889271556624374e-03,2.762395969976537344e+03
1.000000000000000000e+00,2.096744581625549584e-03,2.898837852826603466e+03
1.000000000000000000e+00,2.216019766630720773e-03,3.040802525844587308e+03
1.000000000000000000e+00,2.342080026881914519e-03,3.188364746245197239e+03
1.000000000000000000e+00,2.475311337434142698e-03,3.341580492460893765e+03
1.000000000000000000e+00,2.616121629877566235e-03,3.500483295379525316e+03
1.000000000000000000e+00,2.764942041354561970e-03,3.665086066608693727e+03
1.000000000000000000e+00,2.922228234628263671e-03,3.835374823153314992e+03
1.000000000000000000e+00,3.088461793244353694e-03,4.011305555650657425e+03
1.000000000000000000e+00,3.264151696057901279e-03,4.192802808758283390e+03
1.000000000000000000e+00,3.449835875639951227e-03,4.379754388489536723e+03
1.000000000000000000e+00,3.646082865335483099e-03,4.572007383129082882e+03
1.000000000000000000e+00,3.853493540015715240e-03,4.769365520562279926e+03
1.000000000000000000e+00,4.072702955854658538e-03,4.971583377491054307e+03
1.000000000000000000e+00,4.304382294763009834e-03,5.178367101465903033e+03
1.000000000000000000e+00,4.549240919432882661e-03,5.389365128165914030e+03
1.000000000000000000e+00,4.808028545285615053e-03,5.604167010192222733e+03
1.000000000000000000e+00,5.081537535972731161e-03,5.822292177212892966e+03
1.000000000000000000e+00,5.370605329458564246e-03,6.043202938396802892e+03
1.000000000000000000e+00,5.676117002112701995e-03,6.266220684783186698e+03
1.000000000000000000e+00,5.999007978663178052e-03,6.490926355251217501e+03
1.000000000000000000e+00,6.340266896307700586e-03,6.716099382585241074e+03
1.000000000000000000e+00,6.700938631752453335e-03,6.940919501561369543e+03
1.000000000000000000e+00,7.082127500446665572e-03,7.164495240911285691e+03
1.000000000000000000e+00,7.485000637808538956e-03,7.385689896620684522e+03
1.000000000000000000e+00,7.910791572795144999e-03,7.603153084472677619e+03
1.000000000000000000e+00,8.360804004758115235e-03,7.816015913848103082e+03
1.000000000000000000e+00,8.836415795149083971e-03,8.022621695383943916e+03
1.000000000000000000e+00,9.339083186296897807e-03,8.221597394374564828e+03
1.000000000000000000e+00,9.870345260173661248e-03,8.411220523948490154e+03
1.000000000000000000e+00,1.043182865080171523e-02,8.589737776441044844e+03
1.000000000000000000e+00,1.102525252473012148e-02,8.755304190753549847e+03
1.000000000000000000e+00,1.165243384482987643e-02,8.906034292655103854e+03
1.000000000000000000e+00,1.231529293352493469e-02,9.039877742117696471e+03
1.000000000000000000e+00,1.301585935249249641e-02,9.154760926351382295e+03
1.000000000000000000e+00,1.375627811683538711e-02,9.248524054009878455e+03
1.000000000000000000e+00,1.453881626275303762e-02,9.319020683796159574e+03
1.000000000000000000e+00,1.536586978882039690e-02,9.364113493497865420e+03
1.000000000000000000e+00,1.623997099212768844e-02,9.381759119465146796e+03
1.000000000000000000e+00,1.716379622174288994e-02,9.370039599460460522e+03
1.000000000000000000e+00,1.814017407323699135e-02,9.327259595618746971e+03
1.000000000000000000e+00,1.917209404936202552e-02,9.252012102520526241e+03
1.000000000000000000e+00,2.026271571339959346e-02,9.143296833805057759e+03
1.000000000000000000e+00,2.141537836320562410e-02,9.000611805244210700e+03
1.000000000000000000e+00,2.263361125557192613e-02,8.824082826857566033e+03
1.000000000000000000e+00,2.392114441220969528e-02,8.614558858562531896e+03
1.000000000000000000e+00,2.528192004044083410e-02,8.373739366228392100e+03
1.000000000000000000e+00,2.672010460356568848e-02,8.104240598035195035e+03
1.000000000000000000e+00,2.824010157786427389e-02,7.809657709867485210e+03
1.000000000000000000e+00,2.984656493529105892e-02,7.494562167556985514e+03
1.000000000000000000e+00,3.154441339314460746e-02,7.164433471551586081e+03
1.000000000000000000e+00,3.333884547434256412e-02,6.825525116378689745e+03
1.000000000000000000e+00,3.523535542441392360e-02,6.484653567401983310e+03
1.000000000000000000e+00,3.723975003394319055e-02,6.148873634568196394e+03
1.000000000000000000e+00,3.935816641797473814e-02,5.825099070720072632e+03
1.000000000000000000e+00,4.159709080681408405e-02,5.519645578119925631e+03
1.000000000000000000e+00,4.396337840576100553e-02,5.237706824568151205e+03
1.000000000000000000e+00,4.646427438458079762e-02,4.982844097966003574e+03
1.000000000000000000e+00,4.910743606098072478e-02,4.756476317434328848e+03
1.000000000000000000e+00,5.190095634601331331e-02,4.557397745340853362e+03
1.000000000000000000e+00,5.485338852319187469e-02,4.381438343157946292e+03
1.000000000000000000e+00,5.797377243718866702e-02,4.221348718997272044e+03
1.000000000000000000e+00,6.127166217230003986e-02,4.067311789384757049e+03
1.000000000000000000e+00,6.475715530542627829e-02,3.908683248536638985e+03
1.000000000000000000e+00,6.844092382313252121e-02,3.732876698539957488e+03
1.000000000000000000e+00,7.233424679745503738e-02,3.529071478110892713e+03
1.000000000000000000e+00,7.644904492049932332e-02,3.293940180749391402e+03
1.000000000000000000e+00,8.079791700357009943e-02,3.032254351706726084e+03
1.000000000000000000e+00,8.539417855258617240e-02,2.757295886862274529e+03
1.000000000000000000e+00,9.025190253789285022e-02,2.487954857560642722e+03
1.000000000000000000e+00,9.538596248330130645e-02,2.243621558635372367e+03
1.000000000000000000e+00,1.008120780062858463e-01,2.040292319862468503e+03
1.000000000000000000e+00,1.065468629487767438e-01,1.885083393892824006e+03
1.000000000000000000e+00,1.126078762459153809e-01,1.773454101351067720e+03
1.000000000000000000e+00,1.190136756885247088e-01,1.687552313087542416e+03
1.000000000000000000e+00,1.257838747439046223e-01,1.601452568744383143e+03
1.000000000000000000e+00,1.329392026089300516e-01,1.492546601610710468e+03
1.000000000000000000e+00,1.405015676793227308e-01,1.354240205948398170e+03
1.000000000000000000e+00,1.484941246294285144e-01,1.200937912831339190e+03
1.000000000000000000e+00,1.569413453078884191e-01,1.059730951138991259e+03
1.000000000000000000e+00,1.658690936662727267e-01,9.535279945495250331e+02
1.000000000000000000e+00,1.753047049500976728e-01,8.841086126531439504e+02
1.000000000000000000e+00,1.852770693946927394e-01,8.310249735280210643e+02
1.000000000000000000e+00,1.958167206821828654e-01,7.681378527660679083e+02
1.000000000000000000e+00,2.069559294304254005e-01,6.863915276050795455e+02
1.000000000000000000e+00,2.187288020001467159e-01,6.030085926081027310e+02
1.000000000000000000e+00,2.311713849228130280e-01,5.397518488278915356e+02
1.000000000000000000e+00,2.443217752689720579e-01,4.971730812974554397e+02
1.000000000000000000e+00,2.582202372949981006e-01,4.564637536185983890e+02
1.000000000000000000e+00,2.729093257253888960e-01,4.068791672589281916e+02
1.000000000000000000e+00,2.884340160480872717e-01,3.595014346876819786e+02
1.000000000000000000e+00,3.048418422217683554e-01,3.247421596408461824e+02
1.000000000000000000e+00,3.221830422167288321e-01,2.950074561456158904e+02
1.000000000000000000e+00,3.405107118349984807e-01,2.626137772685161167e+02
1.000000000000000000e+00,3.598809672806446702e-01,2.334609286445553380e+02
1.000000000000000000e+00,3.803531169780395849e-01,2.102197124057286999e+02
1.000000000000000000e+00,4.019898431641528158e-01,1.876923153456911280e+02
1.000000000000000000e+00,4.248573938108946568e-01,1.667622896501563901e+02
1.000000000000000000e+00,4.490257854651243385e-01,1.491286398732902398e+02
1.000000000000000000e+00,4.745690176273950067e-01,1.326229932640490574e+02
1.000000000000000000e+00,5.015652993258294945e-01,1.179268828628781876e+02
1.000000000000000000e+00,5.300972885788473032e-01,1.048909259352001584e+02
1.000000000000000000e+00,5.602523454799422931e-01,9.306401256941042277e+01
1.000000000000000000e+00,5.921227996794201642e-01,8.260165116170014699e+01
1.000000000000000000e+00,6.258062330820668429e-01,7.318876601070097365e+01
1.000000000000000000e+00,6.614057786263234373e-01,6.482438540767429913e+01
1.000000000000000000e+00,6.990304360597935363e-01,5.736858989299700085e+01
1.000000000000000000e+00,7.387954056779033607e-01,5.072518192811722315e+01
1.000000000000000000e+00,7.808224410476022337e-01,4.481823074083003888e+01
1.000000000000000000e+00,8.252402217960521646e-01,3.956978716453520661e+01
1.000000000000000000e+00,8.721847476057342785e-01,3.491024057726554730e+01
1.000000000000000000e+00,9.217997546223303251e-01,3.077764278456711011e+01
1.000000000000000000e+00,9.742371555503265279e-01,2.711607183237131835e+01
1.000000000000000000e+00,1.029657504783845212e+00,2.387406373441421437e+01
1.000000000000000000e+00,1.088230489996875328e+00,2.100567611895818487e+01
1.000000000000000000e+00,1.150135451698037103e+00,1.847010764751424006e+01
1.000000000000000000e+00,1.215561932340679219e+00,1.623087901796194998e+01
1.000000000000000000e+00,1.284710256669612027e+00,1.425447980693480687e+01
1.000000000000000000e+00,1.357792145081367918e+00,1.251116718579240761e+01
1.000000000000000000e+00,1.435031361876000444e+00,1.097485865543442429e+01
1.000000000000000000e+00,1.516664400385291822e+00,9.621790350180701168e+00
1.000000000000000000e+00,1.602941207075052610e+00,8.430921241191539295e+00
1.000000000000000000e+00,1.694125946838663799e+00,7.383589283387022029e+00
1.000000000000000000e+00,1.790497811824998786e+00,6.462934248692858930e+00
1.000000000000000000e+00,1.892351876277240885e+00,5.654192413283511520e+00
1.000000000000000000e+00,1.999999999999998224e+00,4.944259622570007728e+00
2.000000000000000000e+00,1.000000000000000048e-04,7.755626638251011684e+01
2.000000000000000000e+00,1.056885891610460487e-04,8.180717907507228404e+01
2.000000000000000000e+00,1.117007787885238138e-04,8.629086251581844635e+01
2.000000000000000000e+00,1.180549771834918165e-04,9.102000299100704694e+01
2.000000000000000000e+00,1.247706398196273057e-04,9.600800358262412715e+01
2.000000000000000000e+00,1.318683289125744415e-04,1.012689632457336870e+02
2.000000000000000000e+00,1.393697763779476895e-04,1.068177462544935992e+02
2.000000000000000000e+00,1.472979503707577405e-04,1.126700487178575685e+02
2.000000000000000000e+00,1.556771256099916535e-04,1.188423380588793350e+02
2.000000000000000000e+00,1.645329577036697079e-04,1.253520264887810498e+02
2.000000000000000000e+00,1.738925617019491487e-04,1.322174451793221692e+02
2.000000000000000000e+00,1.837845951187915005e-04,1.394578316975499774e+02
2.000000000000000000e+00,1.942393456763914501e-04,1.470935194730256796e+02
2.000000000000000000e+00,2.052888240410254421e-04,1.551458676089393123e+02
2.000000000000000000e+00,2.169668618342621006e-04,1.636373695370319012e+02
2.000000000000000000e+00,2.293092152196276787e-04,1.725916873518562511e+02
2.000000000000000000e+00,2.423536743818911798e-04,1.820336915024016093e+02
2.000000000000000000e+00,2.561401792341762990e-04,1.919895665119988166e+02
2.000000000000000000e+00,2.707109417071755790e-04,2.024867907687882109e+02
2.000000000000000000e+00,2.861105749948956740e-04,2.135542465640868386e+02
2.000000000000000000e+00,3.023862301526618226e-04,2.252222775313677516e+02
2.000000000000000000e+00,3.195877404656218977e-04,2.375227316177997636e+02
2.000000000000000000e+00,3.377677740297812354e-04,2.504890173054642446e+02
2.000000000000000000e+00,3.569819950127458923e-04,2.641561381376449162e+02
2.000000000000000000e+00,3.772892340879269385e-04,2.785607883975279151e+02
2.000000000000000000e+00,3.987516685640463869e-04,2.937413784006233186e+02
2.000000000000000000e+00,4.214350127614710853e-04,3.097380768305120000e+02
2.000000000000000000e+00,4.454087192182730470e-04,3.265928580501883971e+02
2.000000000000000000e+00,4.707461913420776757e-04,3.443496544319289114e+02
2.000000000000000000e+00,4.975250081588003135e-04,3.630541684409544132e+02
2.000000000000000000e+00,5.258271618464152629e-04,3.827539716509405139e+02
2.000000000000000000e+00,5.557393087810464944e-04,4.034989289326127846e+02
2.000000000000000000e+00,5.873530348640374236e-04,4.253404546272952871e+02
2.000000000000000000e+00,6.207651359423881077e-04,4.483320168016639968e+02
2.000000000000000000e+00,6.560779141811596193e-04,4.725292512186828731e+02
2.000000000000000000e+00,6.933994912952860627e-04,4.979894166024859032e+02
2.000000000000000000e+00,7.328441395998581140e-04,5.247719090852144745e+02
2.000000000000000000e+00,7.745326318924967458e-04,5.529379252187559359e+02
2.000000000000000000e+00,8.185926112390982208e-04,5.825503190319789155e+02
2.000000000000000000e+00,8.651589817951692383e-04,6.136738097140726040e+02
2.000000000000000000e+00,9.143743218593858475e-04,6.463747327538632135e+02
2.000000000000000000e+00,9.663893204240669521e-04,6.807205512991059777e+02
2.000000000000000000e+00,1.021363238559216610e-03,7.167807700516181058e+02
2.000000000000000000e+00,1.079464397042805565e-03,7.546251918053998224e+02
2.000000000000000000e+00,1.140870691730333378e-03,7.943252723294840507e+02
2.000000000000000000e+00,1.205770138241656726e-03,8.359527321134939939e+02
2.000000000000000000e+00,1.274361447632801382e-03,8.795798137193979755e+02
2.000000000000000000e+00,1.346854634815390552e-03,9.252785288678769575e+02
2.000000000000000000e+00,1.423471661586545034e-03,9.731207304286368753e+02
2.000000000000000000e+00,1.504447116238119076e-03,1.023176992365024034e+03
2.000000000000000000e+00,1.590028931826110905e-03,1.075516433410716445e+03
2.000000000000000000e+00,1.680479145299467250e-03,1.130205133632163779e+03
2.000000000000000000e+00,1.776074699812612472e-03,1.187306908600716952e+03
2.000000000000000000e+00,1.877108292678233590e-03,1.246881163954005842e+03
2.000000000000000000e+00,1.983889271556624374e-03,1.308982367216293369e+03
2.000000000000000000e+00,2.096744581625549584e-03,1.373659739508465691e+03
2.000000000000000000e+00,2.216019766630720773e-03,1.440955298332781240e+03
2.000000000000000000e+00,2.342080026881914519e-03,1.510904430385421847e+03
2.000000000000000000e+00,2.475311337434142698e-03,1.583533714673799068e+03
2.000000000000000000e+00,2.616121629877566235e-03,1.658860430014562780e+03
2.000000000000000000e+00,2.764942041354561970e-03,1.736889901562223031e+03
2.000000000000000000e+00,2.922228234628263671e-03,1.817616123422041483e+03
2.000000000000000000e+00,3.088461793244353694e-03,1.901019088770241297e+03
2.000000000000000000e+00,3.264151696057901279e-03,1.987062729417155651e+03
2.000000000000000000e+00,3.449835875639951227e-03,2.075694197383420033e+03
2.000000000000000000e+00,3.646082865335483099e-03,2.166841679511283928e+03
2.000000000000000000e+00,3.853493540015715240e-03,2.260412110491125077e+03
2.000000000000000000e+00,4.072702955854658538e-03,2.356290531573460157e+03
2.000000000000000000e+00,4.304382294763009834e-03,2.454337299572505344e+03
2.000000000000000000e+00,4.549240919432882661e-03,2.554385503658269045e+03
2.000000000000000000e+00,4.808028545285615053e-03,2.656241465879579209e+03
2.000000000000000000e+00,5.081537535972731161e-03,2.759677511566700105e+03
2.000000000000000000e+00,5.370605329458564246e-03,2.864440105595271234e+03
2.000000000000000000e+00,5.676117002112701995e-03,2.970207358264111008e+03
2.000000000000000000e+00,5.999007978663178052e-03,3.076782995629189827e+03
2.000000000000000000e+00,6.340266896307700586e-03,3.183587664299622702e+03
2.000000000000000000e+00,6.700938631752453335e-03,3.290231652794253023e+03
2.000000000000000000e+00,7.082127500446665572e-03,3.396292886031381840e+03
2.000000000000000000e+00,7.485000637808538956e-03,3.501233210328845416e+03
2.000000000000000000e+00,7.910791572795144999e-03,3.604411444727537400e+03
2.000000000000000000e+00,8.360804004758115235e-03,3.705418061364575806e+03
2.000000000000000000e+00,8.836415795149083971e-03,3.803467586907629084e+03
2.000000000000000000e+00,9.339083186296897807e-03,3.897910502125597304e+03
2.000000000000000000e+00,9.870345260173661248e-03,3.987930721328630170e+03
2.000000000000000000e+00,1.043182865080171523e-02,4.072693582227541810e+03
2.000000000000000000e+00,1.102525252473012148e-02,4.151326232259125391e+03
2.000000000000000000e+00,1.165243384482987643e-02,4.222930550647525706e+03
2.000000000000000000e+00,1.231529293352493469e-02,4.286537554807992819e+03
2.000000000000000000e+00,1.301585935249249641e-02,4.341160782535519502e+03
2.000000000000000000e+00,1.375627811683538711e-02,4.385776263605307577e+03
2.000000000000000000e+00,1.453881626275303762e-02,4.419365315894653577e+03
2.000000000000000000e+00,1.536586978882039690e-02,4.440912543487806943e+03
2.000000000000000000e+00,1.623997099212768844e-02,4.449444742421027513e+03
2.000000000000000000e+00,1.716379622174288994e-02,4.444053245487576532e+03
2.000000000000000000e+00,1.814017407323699135e-02,4.423931321521214159e+03
2.000000000000000000e+00,1.917209404936202552e-02,4.388410741087656788e+03
2.000000000000000000e+00,2.026271571339959346e-02,4.337011952021936850e+03
2.000000000000000000e+00,2.141537836320562410e-02,4.269495087853365476e+03
2.000000000000000000e+00,2.263361125557192613e-02,4.185920716661904407e+03
2.000000000000000000e+00,2.392114441220969528e-02,4.086686370001583327e+03
2.000000000000000000e+00,2.528192004044083410e-02,3.972596266534891129e+03
2.000000000000000000e+00,2.672010460356568848e-02,3.844890585142542022e+03
2.000000000000000000e+00,2.824010157786427389e-02,3.705273425250471064e+03
2.000000000000000000e+00,2.984656493529105892e-02,3.555911093532762607e+03
2.000000000000000000e+00,3.154441339314460746e-02,3.399402912343144635e+03
2.000000000000000000e+00,3.333884547434256412e-02,3.238715047086336654e+03
2.000000000000000000e+00,3.523535542441392360e-02,3.077082331056872590e+03
2.000000000000000000e+00,3.723975003394319055e-02,2.917851846304942228e+03
2.000000000000000000e+00,3.935816641797473814e-02,2.764303864546585373e+03
2.000000000000000000e+00,4.159709080681408405e-02,2.619438806530192778e+03
2.000000000000000000e+00,4.396337840576100553e-02,2.485721073702742160e+03
2.000000000000000000e+00,4.646427438458079762e-02,2.364842745571382693e+03
2.000000000000000000e+00,4.910743606098072478e-02,2.257477632593178896e+03
2.000000000000000000e+00,5.190095634601331331e-02,2.163056299577415757e+03
2.000000000000000000e+00,5.485338852319187469e-02,2.079600171603707622e+03
2.000000000000000000e+00,5.797377243718866702e-02,2.003670045872617493e+03
2.000000000000000000e+00,6.127166217230003986e-02,1.930606379476261054e+03
2.000000000000000000e+00,6.475715530542627829e-02,1.855357108863162466e+03
2.000000000000000000e+00,6.844092382313252121e-02,1.771947994650833380e+03
2.000000000000000000e+00,7.233424679745503738e-02,1.675242025186581486e+03
2.000000000000000000e+00,7.644904492049932332e-02,1.563659520370741348e+03
2.000000000000000000e+00,8.079791700357009943e-02,1.439464175445805040e+03
2.000000000000000000e+00,8.539417855258617240e-02,1.308961669481181616e+03
2.000000000000000000e+00,9.025190253789285022e-02,1.181120138956865731e+03
2.000000000000000000e+00,9.538596248330130645e-02,1.065144422435418392e+03
2.000000000000000000e+00,1.008120780062858463e-01,9.686306018151709623e+02
2.000000000000000000e+00,1.065468629487767438e-01,8.949587502062428257e+02
2.000000000000000000e+00,1.126078762459153809e-01,8.419735770697936914e+02
2.000000000000000000e+00,1.190136756885247088e-01,8.012011082849529657e+02
2.000000000000000000e+00,1.257838747439046223e-01,7.603327458359138973e+02
2.000000000000000000e+00,1.329392026089300516e-01,7.086347285371898579e+02
2.000000000000000000e+00,1.405015676793227308e-01,6.429763744267205539e+02
2.000000000000000000e+00,1.484941246294285144e-01,5.701960950528623471e+02
2.000000000000000000e+00,1.569413453078884191e-01,5.031566758849471626e+02
2.000000000000000000e+00,1.658690936662727267e-01,4.527358106318540649e+02
2.000000000000000000e+00,1.753047049500976728e-01,4.197787818915499543e+02
2.000000000000000000e+00,1.852770693946927394e-01,3.945772712709911048e+02
2.000000000000000000e+00,1.958167206821828654e-01,3.647204645511710055e+02
2.000000000000000000e+00,2.069559294304254005e-01,3.259084292289472842e+02
2.000000000000000000e+00,2.187288020001467159e-01,2.863186890513005665e+02
2.000000000000000000e+00,2.311713849228130280e-01,2.562847197564674389e+02
2.000000000000000000e+00,2.443217752689720579e-01,2.360686200382519644e+02
2.000000000000000000e+00,2.582202372949981006e-01,2.167399413868110969e+02
2.000000000000000000e+00,2.729093257253888960e-01,1.931967873644279621e+02
2.000000000000000000e+00,2.884340160480872717e-01,1.707012540883904990e+02
2.000000000000000000e+00,3.048418422217683554e-01,1.541971141810806785e+02
2.000000000000000000e+00,3.221830422167288321e-01,1.400786292213552144e+02
2.000000000000000000e+00,3.405107118349984807e-01,1.246975051928028364e+02
2.000000000000000000e+00,3.598809672806446702e-01,1.108550631169571830e+02
2.000000000000000000e+00,3.803531169780395849e-01,9.981962734307190033e+01
2.000000000000000000e+00,4.019898431641528158e-01,8.912301900118839626e+01
2.000000000000000000e+00,4.248573938108946568e-01,7.918484918911271109e+01
2.000000000000000000e+00,4.490257854651243385e-01,7.081188558213798956e+01
2.000000000000000000e+00,4.745690176273950067e-01,6.297447577395958263e+01
2.000000000000000000e+00,5.015652993258294945e-01,5.599628022076387168e+01
2.000000000000000000e+00,5.300972885788473032e-01,4.980638427791791401e+01
2.000000000000000000e+00,5.602523454799422931e-01,4.419054203934066294e+01
2.000000000000000000e+00,5.921227996794201642e-01,3.922264290593967218e+01
2.000000000000000000e+00,6.258062330820668429e-01,3.475305344250475770e+01
2.000000000000000000e+00,6.614057786263234373e-01,3.078132689400560551e+01
2.000000000000000000e+00,6.990304360597935363e-01,2.724102776306176210e+01
2.000000000000000000e+00,7.387954056779033607e-01,2.408647700986258045e+01
2.000000000000000000e+00,7.808224410476022337e-01,2.128161658143454105e+01
2.000000000000000000e+00,8.252402217960521646e-01,1.878943730210475493e+01
2.000000000000000000e+00,8.721847476057342785e-01,1.657689362631038321e+01
2.000000000000000000e+00,9.217997546223303251e-01,1.461456778540408763e+01
2.000000000000000000e+00,9.742371555503265279e-01,1.287589890313101648e+01
2.000000000000000000e+00,1.029657504783845212e+00,1.133645693447603087e+01
2.000000000000000000e+00,1.088230489996875328e+00,9.974425266090948483e+00
2.000000000000000000e+00,1.150135451698037103e+00,8.770427026193500453e+00
2.000000000000000000e+00,1.215561932340679219e+00,7.707144815863708587e+00
2.000000000000000000e+00,1.284710256669612027e+00,6.768664494323425984e+00
2.000000000000000000e+00,1.357792145081367918e+00,5.940862051889927997e+00
2.000000000000000000e+00,1.435031361876000444e+00,5.211354924718915704e+00
2.000000000000000000e+00,1.516664400385291822e+00,4.568858706127051583e+00
2.000000000000000000e+00,1.602941207075052610e+00,4.003381374917198698e+00
2.000000000000000000e+00,1.694125946838663799e+00,3.506061257522606667e+00
2.000000000000000000e+00,1.790497811824998786e+00,3.068893319766346828e+00
2.000000000000000000e+00,1.892351876277240885e+00,2.684866728316708695e+00
2.000000000000000000e+00,1.999999999999998224e+00,2.347758693100977290e+00
