a,z,k_over_H0,constraint_discriminant,constraint_block_determinant,constraint_relative_error,kinetic_positive,kinetic_negative,kinetic_null,normalized_null_residual,m5_bar_hat
1.1006941712522103e-05,90850.75756516862,31.622776601683793,1.7759201378969488e+36,-2.606694277760425e+16,3.2224722598527903e-15,4,0,1,2.1317841685301294e-17,-3.8922099273446686e-22
1.1006941712522103e-05,90850.75756516862,56.23413251903491,1.7759201378969488e+36,-2.606694277760425e+16,3.2224722598527903e-15,4,0,1,2.5926208554755384e-16,-3.8922099273446686e-22
1.1006941712522103e-05,90850.75756516862,100.0,1.7759201378969488e+36,-2.606694277760425e+16,3.2224722598527903e-15,4,0,1,3.6891237423119103e-16,-3.8922099273446686e-22
2.1544346900318867e-05,46414.888336127726,0.01,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,2.8247965457398885e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.01778279410038923,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.1716040355929913e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.03162277660168379,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.1627231755437435e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.05623413251903491,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.8819186926260923e-17,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.1,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.2578826666013373e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.1778279410038923,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,8.009823899117166e-19,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.31622776601683794,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.836245614442076e-18,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,0.5623413251903491,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,2.4551931197916136e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,1.0,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,2.637305054533136e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,1.7782794100389228,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,5.749263593501101e-17,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,3.1622776601683795,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,6.055218452188614e-18,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,5.623413251903491,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.937376707119915e-17,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,10.0,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,3.853693120306138e-17,-1.2237062240347125e-20
