#    L    TT             EE             BB             TE             PP             TP             EP          
   708   0.191807E+04   0.374927E+02   0.000000E+00  -0.113667E+03   0.988941E-08   0.939038E-05  -0.117563E-05
   709   0.192458E+04   0.373565E+02   0.000000E+00  -0.114966E+03   0.986592E-08   0.942621E-05  -0.117260E-05
   710   0.193122E+04   0.372148E+02   0.000000E+00  -0.116240E+03   0.984252E-08   0.946143E-05  -0.116945E-05
   711   0.193800E+04   0.370675E+02   0.000000E+00  -0.117487E+03   0.981921E-08   0.949603E-05  -0.116618E-05
   712   0.194491E+04   0.369148E+02   0.000000E+00  -0.118706E+03   0.979597E-08   0.953002E-05  -0.116279E-05
   713   0.195193E+04   0.367567E+02   0.000000E+00  -0.119896E+03   0.977282E-08   0.956339E-05  -0.115929E-05
   714   0.195908E+04   0.365932E+02   0.000000E+00  -0.121058E+03   0.974975E-08   0.959614E-05  -0.115566E-05
   715   0.196635E+04   0.364245E+02   0.000000E+00  -0.122190E+03   0.972676E-08   0.962826E-05  -0.115192E-05
   716   0.197373E+04   0.362505E+02   0.000000E+00  -0.123293E+03   0.970386E-08   0.965976E-05  -0.114806E-05
   717   0.198121E+04   0.360713E+02   0.000000E+00  -0.124365E+03   0.968103E-08   0.969063E-05  -0.114408E-05
   718   0.198880E+04   0.358870E+02   0.000000E+00  -0.125405E+03   0.965829E-08   0.972086E-05  -0.113999E-05
   719   0.199649E+04   0.356977E+02   0.000000E+00  -0.126414E+03   0.963562E-08   0.975046E-05  -0.113579E-05
   720   0.200428E+04   0.355035E+02   0.000000E+00  -0.127392E+03   0.961304E-08   0.977942E-05  -0.113147E-05
   721   0.201216E+04   0.353046E+02   0.000000E+00  -0.128337E+03   0.959053E-08   0.980775E-05  -0.112703E-05
   722   0.202013E+04   0.351009E+02   0.000000E+00  -0.129250E+03   0.956811E-08   0.983543E-05  -0.112249E-05
   723   0.202820E+04   0.348928E+02   0.000000E+00  -0.130130E+03   0.954576E-08   0.986246E-05  -0.111783E-05
   724   0.203634E+04   0.346802E+02   0.000000E+00  -0.130977E+03   0.952349E-08   0.988884E-05  -0.111307E-05
   725   0.204457E+04   0.344634E+02   0.000000E+00  -0.131791E+03   0.950130E-08   0.991458E-05  -0.110819E-05
   726   0.205288E+04   0.342422E+02   0.000000E+00  -0.132571E+03   0.947918E-08   0.993966E-05  -0.110321E-05
   727   0.206126E+04   0.340170E+02   0.000000E+00  -0.133316E+03   0.945714E-08   0.996409E-05  -0.109811E-05
   728   0.206971E+04   0.337877E+02   0.000000E+00  -0.134028E+03   0.943518E-08   0.998786E-05  -0.109291E-05
   729   0.207822E+04   0.335546E+02   0.000000E+00  -0.134703E+03   0.941330E-08   0.100110E-04  -0.108760E-05
   730   0.208680E+04   0.333175E+02   0.000000E+00  -0.135344E+03   0.939149E-08   0.100334E-04  -0.108218E-05
   731   0.209544E+04   0.330768E+02   0.000000E+00  -0.135950E+03   0.936976E-08   0.100552E-04  -0.107666E-05
   732   0.210412E+04   0.328323E+02   0.000000E+00  -0.136519E+03   0.934810E-08   0.100763E-04  -0.107104E-05
   733   0.211286E+04   0.325845E+02   0.000000E+00  -0.137052E+03   0.932651E-08   0.100967E-04  -0.106531E-05
   734   0.212164E+04   0.323330E+02   0.000000E+00  -0.137548E+03   0.930500E-08   0.101165E-04  -0.105948E-05
   735   0.213045E+04   0.320784E+02   0.000000E+00  -0.138008E+03   0.928357E-08   0.101356E-04  -0.105354E-05
   736   0.213930E+04   0.318206E+02   0.000000E+00  -0.138431E+03   0.926221E-08   0.101540E-04  -0.104750E-05
   737   0.214818E+04   0.315597E+02   0.000000E+00  -0.138816E+03   0.924092E-08   0.101717E-04  -0.104136E-05
   738   0.215709E+04   0.312959E+02   0.000000E+00  -0.139164E+03   0.921970E-08   0.101888E-04  -0.103512E-05
   739   0.216602E+04   0.310292E+02   0.000000E+00  -0.139474E+03   0.919855E-08   0.102051E-04  -0.102879E-05
   740   0.217496E+04   0.307599E+02   0.000000E+00  -0.139745E+03   0.917748E-08   0.102208E-04  -0.102235E-05
   741   0.218391E+04   0.304881E+02   0.000000E+00  -0.139979E+03   0.915648E-08   0.102358E-04  -0.101581E-05
   742   0.219287E+04   0.302139E+02   0.000000E+00  -0.140174E+03   0.913555E-08   0.102501E-04  -0.100918E-05
   743   0.220183E+04   0.299373E+02   0.000000E+00  -0.140332E+03   0.911469E-08   0.102636E-04  -0.100245E-05
   744   0.221078E+04   0.296587E+02   0.000000E+00  -0.140450E+03   0.909391E-08   0.102765E-04  -0.995624E-06
   745   0.221973E+04   0.293780E+02   0.000000E+00  -0.140530E+03   0.907319E-08   0.102887E-04  -0.988703E-06
   746   0.222866E+04   0.290955E+02   0.000000E+00  -0.140573E+03   0.905254E-08   0.103002E-04  -0.981687E-06
   747   0.223757E+04   0.288113E+02   0.000000E+00  -0.140575E+03   0.903196E-08   0.103110E-04  -0.974578E-06
   748   0.224646E+04   0.285254E+02   0.000000E+00  -0.140540E+03   0.901145E-08   0.103210E-04  -0.967376E-06
   749   0.225532E+04   0.282380E+02   0.000000E+00  -0.140465E+03   0.899101E-08   0.103304E-04  -0.960082E-06
   750   0.226416E+04   0.279493E+02   0.000000E+00  -0.140353E+03   0.897063E-08   0.103390E-04  -0.952696E-06
   751   0.227295E+04   0.276593E+02   0.000000E+00  -0.140201E+03   0.895033E-08   0.103469E-04  -0.945219E-06
   752   0.228170E+04   0.273682E+02   0.000000E+00  -0.140009E+03   0.893009E-08   0.103541E-04  -0.937653E-06
   753   0.229041E+04   0.270761E+02   0.000000E+00  -0.139781E+03   0.890991E-08   0.103606E-04  -0.930001E-06
   754   0.229907E+04   0.267830E+02   0.000000E+00  -0.139513E+03   0.888981E-08   0.103664E-04  -0.922262E-06
   755   0.230767E+04   0.264894E+02   0.000000E+00  -0.139206E+03   0.886977E-08   0.103715E-04  -0.914439E-06
   756   0.231622E+04   0.261951E+02   0.000000E+00  -0.138862E+03   0.884980E-08   0.103759E-04  -0.906534E-06
   757   0.232472E+04   0.259004E+02   0.000000E+00  -0.138479E+03   0.882989E-08   0.103795E-04  -0.898549E-06
   758   0.233316E+04   0.256054E+02   0.000000E+00  -0.138060E+03   0.881005E-08   0.103826E-04  -0.890484E-06
   759   0.234153E+04   0.253103E+02   0.000000E+00  -0.137602E+03   0.879027E-08   0.103849E-04  -0.882342E-06
   760   0.234984E+04   0.250153E+02   0.000000E+00  -0.137107E+03   0.877056E-08   0.103865E-04  -0.874125E-06
   761   0.235808E+04   0.247204E+02   0.000000E+00  -0.136575E+03   0.875091E-08   0.103875E-04  -0.865834E-06
   762   0.236625E+04   0.244257E+02   0.000000E+00  -0.136005E+03   0.873133E-08   0.103878E-04  -0.857470E-06
   763   0.237434E+04   0.241314E+02   0.000000E+00  -0.135399E+03   0.871181E-08   0.103875E-04  -0.849036E-06
   764   0.238233E+04   0.238375E+02   0.000000E+00  -0.134754E+03   0.869236E-08   0.103865E-04  -0.840534E-06
   765   0.239024E+04   0.235444E+02   0.000000E+00  -0.134074E+03   0.867297E-08   0.103848E-04  -0.831964E-06
   766   0.239806E+04   0.232519E+02   0.000000E+00  -0.133356E+03   0.865364E-08   0.103825E-04  -0.823328E-06
   767   0.240577E+04   0.229603E+02   0.000000E+00  -0.132601E+03   0.863438E-08   0.103795E-04  -0.814629E-06
   768   0.241338E+04   0.226696E+02   0.000000E+00  -0.131809E+03   0.861518E-08   0.103759E-04  -0.805868E-06
   769   0.242087E+04   0.223802E+02   0.000000E+00  -0.130981E+03   0.859604E-08   0.103716E-04  -0.797047E-06
   770   0.242826E+04   0.220921E+02   0.000000E+00  -0.130118E+03   0.857696E-08   0.103667E-04  -0.788167E-06
   771   0.243553E+04   0.218054E+02   0.000000E+00  -0.129220E+03   0.855795E-08   0.103612E-04  -0.779230E-06
   772   0.244267E+04   0.215203E+02   0.000000E+00  -0.128286E+03   0.853899E-08   0.103551E-04  -0.770237E-06
   773   0.244969E+04   0.212369E+02   0.000000E+00  -0.127318E+03   0.852010E-08   0.103483E-04  -0.761192E-06
   774   0.245658E+04   0.209555E+02   0.000000E+00  -0.126316E+03   0.850127E-08   0.103409E-04  -0.752094E-06
   775   0.246333E+04   0.206760E+02   0.000000E+00  -0.125280E+03   0.848250E-08   0.103330E-04  -0.742946E-06
   776   0.246995E+04   0.203987E+02   0.000000E+00  -0.124212E+03   0.846379E-08   0.103244E-04  -0.733749E-06
   777   0.247644E+04   0.201236E+02   0.000000E+00  -0.123112E+03   0.844514E-08   0.103152E-04  -0.724505E-06
   778   0.248280E+04   0.198510E+02   0.000000E+00  -0.121979E+03   0.842655E-08   0.103054E-04  -0.715217E-06
   779   0.248902E+04   0.195808E+02   0.000000E+00  -0.120814E+03   0.840802E-08   0.102950E-04  -0.705885E-06
   780   0.249510E+04   0.193133E+02   0.000000E+00  -0.119620E+03   0.838955E-08   0.102840E-04  -0.696511E-06
   781   0.250104E+04   0.190485E+02   0.000000E+00  -0.118395E+03   0.837113E-08   0.102724E-04  -0.687097E-06
   782   0.250683E+04   0.187865E+02   0.000000E+00  -0.117140E+03   0.835278E-08   0.102603E-04  -0.677644E-06
   783   0.251249E+04   0.185275E+02   0.000000E+00  -0.115854E+03   0.833448E-08   0.102476E-04  -0.668155E-06
   784   0.251799E+04   0.182716E+02   0.000000E+00  -0.114539E+03   0.831625E-08   0.102343E-04  -0.658631E-06
   785   0.252333E+04   0.180188E+02   0.000000E+00  -0.113195E+03   0.829807E-08   0.102204E-04  -0.649074E-06
   786   0.252850E+04   0.177693E+02   0.000000E+00  -0.111821E+03   0.827994E-08   0.102060E-04  -0.639485E-06
   787   0.253350E+04   0.175232E+02   0.000000E+00  -0.110419E+03   0.826188E-08   0.101910E-04  -0.629865E-06
   788   0.253834E+04   0.172805E+02   0.000000E+00  -0.108987E+03   0.824387E-08   0.101755E-04  -0.620218E-06
   789   0.254298E+04   0.170416E+02   0.000000E+00  -0.107528E+03   0.822592E-08   0.101594E-04  -0.610544E-06
   790   0.254746E+04   0.168063E+02   0.000000E+00  -0.106040E+03   0.820802E-08   0.101428E-04  -0.600845E-06
   791   0.255175E+04   0.165751E+02   0.000000E+00  -0.104528E+03   0.819018E-08   0.101256E-04  -0.591123E-06
   792   0.255587E+04   0.163479E+02   0.000000E+00  -0.102990E+03   0.817240E-08   0.101079E-04  -0.581380E-06
   793   0.255979E+04   0.161250E+02   0.000000E+00  -0.101428E+03   0.815467E-08   0.100897E-04  -0.571616E-06
   794   0.256354E+04   0.159064E+02   0.000000E+00  -0.998420E+02   0.813700E-08   0.100709E-04  -0.561835E-06
   795   0.256708E+04   0.156924E+02   0.000000E+00  -0.982344E+02   0.811938E-08   0.100516E-04  -0.552037E-06
   796   0.257045E+04   0.154829E+02   0.000000E+00  -0.966041E+02   0.810181E-08   0.100318E-04  -0.542224E-06
   797   0.257363E+04   0.152781E+02   0.000000E+00  -0.949527E+02   0.808430E-08   0.100115E-04  -0.532398E-06
   798   0.257661E+04   0.150779E+02   0.000000E+00  -0.932803E+02   0.806685E-08   0.999066E-05  -0.522561E-06
   799   0.257941E+04   0.148826E+02   0.000000E+00  -0.915876E+02   0.804945E-08   0.996932E-05  -0.512714E-06
   800   0.258202E+04   0.146920E+02   0.000000E+00  -0.898739E+02   0.803210E-08   0.994749E-05  -0.502859E-06
   801   0.258443E+04   0.145064E+02   0.000000E+00  -0.881415E+02   0.801480E-08   0.992516E-05  -0.492998E-06
   802   0.258666E+04   0.143256E+02   0.000000E+00  -0.863896E+02   0.799756E-08   0.990234E-05  -0.483131E-06
   803   0.258869E+04   0.141499E+02   0.000000E+00  -0.846191E+02   0.798037E-08   0.987903E-05  -0.473258E-06
   804   0.259052E+04   0.139793E+02   0.000000E+00  -0.828313E+02   0.796323E-08   0.985524E-05  -0.463381E-06
   805   0.259215E+04   0.138140E+02   0.000000E+00  -0.810257E+02   0.794615E-08   0.983097E-05  -0.453500E-06
   806   0.259357E+04   0.136541E+02   0.000000E+00  -0.792043E+02   0.792911E-08   0.980624E-05  -0.443615E-06
   807   0.259477E+04   0.134996E+02   0.000000E+00  -0.773658E+02   0.791213E-08   0.978103E-05  -0.433728E-06
   808   0.259576E+04   0.133508E+02   0.000000E+00  -0.755132E+02   0.789520E-08   0.975537E-05  -0.423838E-06
   809   0.259653E+04   0.132077E+02   0.000000E+00  -0.736456E+02   0.787832E-08   0.972925E-05  -0.413946E-06
   810   0.259708E+04   0.130703E+02   0.000000E+00  -0.717639E+02   0.786150E-08   0.970268E-05  -0.404052E-06
   811   0.259740E+04   0.129388E+02   0.000000E+00  -0.698697E+02   0.784472E-08   0.967566E-05  -0.394158E-06
   812   0.259753E+04   0.128130E+02   0.000000E+00  -0.679637E+02   0.782800E-08   0.964820E-05  -0.384264E-06
   813   0.259744E+04   0.126930E+02   0.000000E+00  -0.660468E+02   0.781132E-08   0.962031E-05  -0.374371E-06
   814   0.259714E+04   0.125790E+02   0.000000E+00  -0.641201E+02   0.779470E-08   0.959198E-05  -0.364478E-06
   815   0.259665E+04   0.124708E+02   0.000000E+00  -0.621843E+02   0.777812E-08   0.956323E-05  -0.354586E-06
   816   0.259596E+04   0.123687E+02   0.000000E+00  -0.602404E+02   0.776160E-08   0.953405E-05  -0.344697E-06
   817   0.259507E+04   0.122726E+02   0.000000E+00  -0.582889E+02   0.774513E-08   0.950447E-05  -0.334810E-06
   818   0.259397E+04   0.121825E+02   0.000000E+00  -0.563300E+02   0.772870E-08   0.947446E-05  -0.324927E-06
   819   0.259266E+04   0.120985E+02   0.000000E+00  -0.543643E+02   0.771232E-08   0.944406E-05  -0.315047E-06
   820   0.259113E+04   0.120208E+02   0.000000E+00  -0.523921E+02   0.769600E-08   0.941325E-05  -0.305171E-06
   821   0.258938E+04   0.119493E+02   0.000000E+00  -0.504138E+02   0.767972E-08   0.938205E-05  -0.295301E-06
   822   0.258740E+04   0.118841E+02   0.000000E+00  -0.484299E+02   0.766349E-08   0.935045E-05  -0.285435E-06
   823   0.258519E+04   0.118253E+02   0.000000E+00  -0.464407E+02   0.764731E-08   0.931847E-05  -0.275576E-06
   824   0.258276E+04   0.117729E+02   0.000000E+00  -0.444474E+02   0.763118E-08   0.928611E-05  -0.265723E-06
   825   0.258011E+04   0.117269E+02   0.000000E+00  -0.424511E+02   0.761509E-08   0.925337E-05  -0.255877E-06
   826   0.257724E+04   0.116874E+02   0.000000E+00  -0.404530E+02   0.759906E-08   0.922026E-05  -0.246039E-06
   827   0.257416E+04   0.116542E+02   0.000000E+00  -0.384545E+02   0.758307E-08   0.918678E-05  -0.236209E-06
   828   0.257087E+04   0.116275E+02   0.000000E+00  -0.364564E+02   0.756712E-08   0.915295E-05  -0.226387E-06
   829   0.256739E+04   0.116072E+02   0.000000E+00  -0.344601E+02   0.755123E-08   0.911875E-05  -0.216575E-06
   830   0.256371E+04   0.115935E+02   0.000000E+00  -0.324666E+02   0.753538E-08   0.908421E-05  -0.206773E-06
   831   0.255984E+04   0.115862E+02   0.000000E+00  -0.304764E+02   0.751958E-08   0.904932E-05  -0.196981E-06
   832   0.255577E+04   0.115854E+02   0.000000E+00  -0.284899E+02   0.750383E-08   0.901409E-05  -0.187201E-06
   833   0.255150E+04   0.115912E+02   0.000000E+00  -0.265074E+02   0.748812E-08   0.897852E-05  -0.177431E-06
   834   0.254702E+04   0.116035E+02   0.000000E+00  -0.245293E+02   0.747246E-08   0.894262E-05  -0.167674E-06
   835   0.254232E+04   0.116224E+02   0.000000E+00  -0.225560E+02   0.745684E-08   0.890640E-05  -0.157930E-06
   836   0.253741E+04   0.116479E+02   0.000000E+00  -0.205878E+02   0.744127E-08   0.886985E-05  -0.148198E-06
   837   0.253228E+04   0.116800E+02   0.000000E+00  -0.186252E+02   0.742575E-08   0.883299E-05  -0.138481E-06
   838   0.252694E+04   0.117188E+02   0.000000E+00  -0.166691E+02   0.741027E-08   0.879582E-05  -0.128777E-06
   839   0.252138E+04   0.117640E+02   0.000000E+00  -0.147205E+02   0.739483E-08   0.875834E-05  -0.119089E-06
   840   0.251563E+04   0.118158E+02   0.000000E+00  -0.127804E+02   0.737945E-08   0.872056E-05  -0.109416E-06
   841   0.250968E+04   0.118741E+02   0.000000E+00  -0.108499E+02   0.736410E-08   0.868249E-05  -0.997588E-07
   842   0.250354E+04   0.119387E+02   0.000000E+00  -0.892984E+01   0.734880E-08   0.864412E-05  -0.901183E-07
   843   0.249720E+04   0.120097E+02   0.000000E+00  -0.702136E+01   0.733355E-08   0.860547E-05  -0.804949E-07
   844   0.249070E+04   0.120870E+02   0.000000E+00  -0.512541E+01   0.731833E-08   0.856653E-05  -0.708892E-07
   845   0.248401E+04   0.121707E+02   0.000000E+00  -0.324251E+01   0.730316E-08   0.852732E-05  -0.613016E-07
   846   0.247714E+04   0.122606E+02   0.000000E+00  -0.137341E+01   0.728804E-08   0.848784E-05  -0.517329E-07
   847   0.247009E+04   0.123570E+02   0.000000E+00   0.481421E+00   0.727296E-08   0.844809E-05  -0.421834E-07
   848   0.246285E+04   0.124597E+02   0.000000E+00   0.232136E+01   0.725792E-08   0.840809E-05  -0.326539E-07
   849   0.245542E+04   0.125688E+02   0.000000E+00   0.414582E+01   0.724293E-08   0.836782E-05  -0.231448E-07
   850   0.244779E+04   0.126842E+02   0.000000E+00   0.595424E+01   0.722797E-08   0.832731E-05  -0.136566E-07
   851   0.243998E+04   0.128061E+02   0.000000E+00   0.774603E+01   0.721306E-08   0.828655E-05  -0.419021E-08
   852   0.243198E+04   0.129342E+02   0.000000E+00   0.952072E+01   0.719820E-08   0.824554E-05   0.525337E-08
   853   0.242380E+04   0.130686E+02   0.000000E+00   0.112778E+02   0.718337E-08   0.820430E-05   0.146728E-07
   854   0.241544E+04   0.132089E+02   0.000000E+00   0.130168E+02   0.716859E-08   0.816282E-05   0.240668E-07
   855   0.240692E+04   0.133553E+02   0.000000E+00   0.147372E+02   0.715385E-08   0.812111E-05   0.334341E-07
   856   0.239823E+04   0.135076E+02   0.000000E+00   0.164386E+02   0.713915E-08   0.807917E-05   0.427733E-07
   857   0.238939E+04   0.136655E+02   0.000000E+00   0.181205E+02   0.712449E-08   0.803701E-05   0.520832E-07
   858   0.238039E+04   0.138291E+02   0.000000E+00   0.197823E+02   0.710987E-08   0.799462E-05   0.613625E-07
   859   0.237124E+04   0.139983E+02   0.000000E+00   0.214233E+02   0.709530E-08   0.795201E-05   0.706099E-07
   860   0.236194E+04   0.141732E+02   0.000000E+00   0.230426E+02   0.708077E-08   0.790919E-05   0.798240E-07
   861   0.235250E+04   0.143536E+02   0.000000E+00   0.246393E+02   0.706627E-08   0.786616E-05   0.890037E-07
   862   0.234291E+04   0.145395E+02   0.000000E+00   0.262127E+02   0.705182E-08   0.782292E-05   0.981475E-07
   863   0.233318E+04   0.147311E+02   0.000000E+00   0.277619E+02   0.703741E-08   0.777948E-05   0.107254E-06
   864   0.232331E+04   0.149281E+02   0.000000E+00   0.292859E+02   0.702304E-08   0.773583E-05   0.116323E-06
   865   0.231329E+04   0.151305E+02   0.000000E+00   0.307843E+02   0.700871E-08   0.769199E-05   0.125351E-06
   866   0.230315E+04   0.153383E+02   0.000000E+00   0.322565E+02   0.699442E-08   0.764795E-05   0.134339E-06
   867   0.229287E+04   0.155514E+02   0.000000E+00   0.337026E+02   0.698017E-08   0.760372E-05   0.143284E-06
   868   0.228245E+04   0.157697E+02   0.000000E+00   0.351223E+02   0.696596E-08   0.755931E-05   0.152186E-06
   869   0.227190E+04   0.159930E+02   0.000000E+00   0.365156E+02   0.695179E-08   0.751471E-05   0.161043E-06
   870   0.226121E+04   0.162214E+02   0.000000E+00   0.378822E+02   0.693766E-08   0.746993E-05   0.169854E-06
   871   0.225040E+04   0.164546E+02   0.000000E+00   0.392221E+02   0.692357E-08   0.742497E-05   0.178618E-06
   872   0.223947E+04   0.166925E+02   0.000000E+00   0.405352E+02   0.690952E-08   0.737984E-05   0.187332E-06
   873   0.222842E+04   0.169350E+02   0.000000E+00   0.418207E+02   0.689551E-08   0.733454E-05   0.195997E-06
   874   0.221725E+04   0.171821E+02   0.000000E+00   0.430783E+02   0.688153E-08   0.728907E-05   0.204610E-06
   875   0.220597E+04   0.174337E+02   0.000000E+00   0.443074E+02   0.686760E-08   0.724344E-05   0.213171E-06
   876   0.219458E+04   0.176894E+02   0.000000E+00   0.455076E+02   0.685370E-08   0.719765E-05   0.221677E-06
   877   0.218309E+04   0.179493E+02   0.000000E+00   0.466781E+02   0.683985E-08   0.715170E-05   0.230129E-06
   878   0.217152E+04   0.182133E+02   0.000000E+00   0.478185E+02   0.682603E-08   0.710560E-05   0.238524E-06
