#    L    TT             EE             BB             TE             PP             TP             EP          
  1228   0.909624E+03   0.236960E+02   0.000000E+00   0.120671E+02   0.364627E-08   0.630267E-06  -0.245106E-06
  1229   0.904762E+03   0.239174E+02   0.000000E+00   0.118342E+02   0.364052E-08   0.644857E-06  -0.247948E-06
  1230   0.899927E+03   0.241380E+02   0.000000E+00   0.115829E+02   0.363479E-08   0.659462E-06  -0.250750E-06
  1231   0.895120E+03   0.243577E+02   0.000000E+00   0.113133E+02   0.362908E-08   0.674079E-06  -0.253514E-06
  1232   0.890348E+03   0.245764E+02   0.000000E+00   0.110259E+02   0.362338E-08   0.688706E-06  -0.256239E-06
  1233   0.885619E+03   0.247939E+02   0.000000E+00   0.107204E+02   0.361768E-08   0.703341E-06  -0.258925E-06
  1234   0.880918E+03   0.250102E+02   0.000000E+00   0.103973E+02   0.361201E-08   0.717983E-06  -0.261572E-06
  1235   0.876259E+03   0.252252E+02   0.000000E+00   0.100566E+02   0.360634E-08   0.732628E-06  -0.264179E-06
  1236   0.871635E+03   0.254387E+02   0.000000E+00   0.969859E+01   0.360069E-08   0.747274E-06  -0.266746E-06
  1237   0.867054E+03   0.256507E+02   0.000000E+00   0.932337E+01   0.359505E-08   0.761921E-06  -0.269274E-06
  1238   0.862515E+03   0.258611E+02   0.000000E+00   0.893123E+01   0.358942E-08   0.776565E-06  -0.271762E-06
  1239   0.858019E+03   0.260697E+02   0.000000E+00   0.852236E+01   0.358381E-08   0.791205E-06  -0.274209E-06
  1240   0.853565E+03   0.262765E+02   0.000000E+00   0.809700E+01   0.357821E-08   0.805838E-06  -0.276616E-06
  1241   0.849161E+03   0.264814E+02   0.000000E+00   0.765542E+01   0.357262E-08   0.820463E-06  -0.278982E-06
  1242   0.844807E+03   0.266843E+02   0.000000E+00   0.719787E+01   0.356705E-08   0.835077E-06  -0.281308E-06
  1243   0.840495E+03   0.268851E+02   0.000000E+00   0.672453E+01   0.356148E-08   0.849679E-06  -0.283592E-06
  1244   0.836232E+03   0.270838E+02   0.000000E+00   0.623558E+01   0.355593E-08   0.864265E-06  -0.285836E-06
  1245   0.832020E+03   0.272800E+02   0.000000E+00   0.573141E+01   0.355039E-08   0.878835E-06  -0.288038E-06
  1246   0.827864E+03   0.274740E+02   0.000000E+00   0.521223E+01   0.354487E-08   0.893386E-06  -0.290198E-06
  1247   0.823758E+03   0.276655E+02   0.000000E+00   0.467828E+01   0.353935E-08   0.907915E-06  -0.292316E-06
  1248   0.819710E+03   0.278545E+02   0.000000E+00   0.412985E+01   0.353385E-08   0.922422E-06  -0.294393E-06
  1249   0.815710E+03   0.280407E+02   0.000000E+00   0.356716E+01   0.352836E-08   0.936904E-06  -0.296427E-06
  1250   0.811776E+03   0.282242E+02   0.000000E+00   0.299052E+01   0.352289E-08   0.951358E-06  -0.298419E-06
  1251   0.807890E+03   0.284049E+02   0.000000E+00   0.240023E+01   0.351742E-08   0.965783E-06  -0.300369E-06
  1252   0.804062E+03   0.285827E+02   0.000000E+00   0.179662E+01   0.351197E-08   0.980177E-06  -0.302276E-06
  1253   0.800297E+03   0.287576E+02   0.000000E+00   0.118001E+01   0.350653E-08   0.994539E-06  -0.304141E-06
  1254   0.796589E+03   0.289295E+02   0.000000E+00   0.550712E+00   0.350110E-08   0.100887E-05  -0.305963E-06
  1255   0.792946E+03   0.290983E+02   0.000000E+00  -0.909374E-01   0.349568E-08   0.102316E-05  -0.307743E-06
  1256   0.789365E+03   0.292640E+02   0.000000E+00  -0.744630E+00   0.349028E-08   0.103741E-05  -0.309480E-06
  1257   0.785849E+03   0.294265E+02   0.000000E+00  -0.141005E+01   0.348489E-08   0.105163E-05  -0.311175E-06
  1258   0.782396E+03   0.295858E+02   0.000000E+00  -0.208687E+01   0.347951E-08   0.106580E-05  -0.312828E-06
  1259   0.778999E+03   0.297417E+02   0.000000E+00  -0.277477E+01   0.347414E-08   0.107993E-05  -0.314439E-06
  1260   0.775680E+03   0.298944E+02   0.000000E+00  -0.347343E+01   0.346878E-08   0.109402E-05  -0.316008E-06
  1261   0.772417E+03   0.300435E+02   0.000000E+00  -0.418254E+01   0.346344E-08   0.110806E-05  -0.317534E-06
  1262   0.769224E+03   0.301891E+02   0.000000E+00  -0.490178E+01   0.345811E-08   0.112206E-05  -0.319019E-06
  1263   0.766102E+03   0.303311E+02   0.000000E+00  -0.563082E+01   0.345279E-08   0.113601E-05  -0.320461E-06
  1264   0.763042E+03   0.304696E+02   0.000000E+00  -0.636934E+01   0.344748E-08   0.114990E-05  -0.321862E-06
  1265   0.760053E+03   0.306044E+02   0.000000E+00  -0.711699E+01   0.344218E-08   0.116374E-05  -0.323221E-06
  1266   0.757126E+03   0.307354E+02   0.000000E+00  -0.787340E+01   0.343689E-08   0.117753E-05  -0.324537E-06
  1267   0.754277E+03   0.308626E+02   0.000000E+00  -0.863823E+01   0.343162E-08   0.119127E-05  -0.325812E-06
  1268   0.751497E+03   0.309861E+02   0.000000E+00  -0.941110E+01   0.342636E-08   0.120495E-05  -0.327046E-06
  1269   0.748787E+03   0.311056E+02   0.000000E+00  -0.101916E+02   0.342111E-08   0.121856E-05  -0.328237E-06
  1270   0.746146E+03   0.312213E+02   0.000000E+00  -0.109795E+02   0.341587E-08   0.123212E-05  -0.329387E-06
  1271   0.743575E+03   0.313330E+02   0.000000E+00  -0.117744E+02   0.341064E-08   0.124562E-05  -0.330495E-06
  1272   0.741080E+03   0.314407E+02   0.000000E+00  -0.125758E+02   0.340542E-08   0.125905E-05  -0.331562E-06
  1273   0.738655E+03   0.315443E+02   0.000000E+00  -0.133835E+02   0.340022E-08   0.127242E-05  -0.332587E-06
  1274   0.736298E+03   0.316438E+02   0.000000E+00  -0.141970E+02   0.339502E-08   0.128572E-05  -0.333570E-06
  1275   0.734016E+03   0.317393E+02   0.000000E+00  -0.150160E+02   0.338984E-08   0.129895E-05  -0.334512E-06
  1276   0.731808E+03   0.318305E+02   0.000000E+00  -0.158402E+02   0.338467E-08   0.131212E-05  -0.335413E-06
  1277   0.729673E+03   0.319177E+02   0.000000E+00  -0.166691E+02   0.337951E-08   0.132521E-05  -0.336272E-06
  1278   0.727610E+03   0.320005E+02   0.000000E+00  -0.175023E+02   0.337436E-08   0.133822E-05  -0.337090E-06
  1279   0.725621E+03   0.320791E+02   0.000000E+00  -0.183396E+02   0.336923E-08   0.135117E-05  -0.337867E-06
  1280   0.723705E+03   0.321535E+02   0.000000E+00  -0.191805E+02   0.336410E-08   0.136403E-05  -0.338602E-06
  1281   0.721863E+03   0.322234E+02   0.000000E+00  -0.200248E+02   0.335898E-08   0.137682E-05  -0.339297E-06
  1282   0.720094E+03   0.322889E+02   0.000000E+00  -0.208718E+02   0.335388E-08   0.138953E-05  -0.339950E-06
  1283   0.718398E+03   0.323502E+02   0.000000E+00  -0.217214E+02   0.334879E-08   0.140215E-05  -0.340562E-06
  1284   0.716775E+03   0.324069E+02   0.000000E+00  -0.225731E+02   0.334371E-08   0.141469E-05  -0.341133E-06
  1285   0.715226E+03   0.324591E+02   0.000000E+00  -0.234266E+02   0.333864E-08   0.142715E-05  -0.341663E-06
  1286   0.713749E+03   0.325069E+02   0.000000E+00  -0.242815E+02   0.333358E-08   0.143952E-05  -0.342152E-06
  1287   0.712346E+03   0.325502E+02   0.000000E+00  -0.251374E+02   0.332853E-08   0.145181E-05  -0.342600E-06
  1288   0.711015E+03   0.325889E+02   0.000000E+00  -0.259938E+02   0.332349E-08   0.146400E-05  -0.343008E-06
  1289   0.709757E+03   0.326232E+02   0.000000E+00  -0.268504E+02   0.331846E-08   0.147610E-05  -0.343374E-06
  1290   0.708573E+03   0.326530E+02   0.000000E+00  -0.277069E+02   0.331345E-08   0.148811E-05  -0.343700E-06
  1291   0.707460E+03   0.326782E+02   0.000000E+00  -0.285628E+02   0.330844E-08   0.150003E-05  -0.343985E-06
  1292   0.706420E+03   0.326990E+02   0.000000E+00  -0.294178E+02   0.330345E-08   0.151185E-05  -0.344229E-06
  1293   0.705452E+03   0.327153E+02   0.000000E+00  -0.302713E+02   0.329846E-08   0.152357E-05  -0.344433E-06
  1294   0.704556E+03   0.327270E+02   0.000000E+00  -0.311233E+02   0.329349E-08   0.153519E-05  -0.344596E-06
  1295   0.703731E+03   0.327342E+02   0.000000E+00  -0.319731E+02   0.328853E-08   0.154671E-05  -0.344719E-06
  1296   0.702977E+03   0.327369E+02   0.000000E+00  -0.328205E+02   0.328357E-08   0.155813E-05  -0.344801E-06
  1297   0.702293E+03   0.327350E+02   0.000000E+00  -0.336651E+02   0.327863E-08   0.156944E-05  -0.344842E-06
  1298   0.701680E+03   0.327286E+02   0.000000E+00  -0.345065E+02   0.327370E-08   0.158065E-05  -0.344844E-06
  1299   0.701136E+03   0.327175E+02   0.000000E+00  -0.353444E+02   0.326878E-08   0.159175E-05  -0.344804E-06
  1300   0.700660E+03   0.327020E+02   0.000000E+00  -0.361783E+02   0.326387E-08   0.160274E-05  -0.344725E-06
  1301   0.700253E+03   0.326818E+02   0.000000E+00  -0.370080E+02   0.325897E-08   0.161362E-05  -0.344605E-06
  1302   0.699915E+03   0.326573E+02   0.000000E+00  -0.378331E+02   0.325408E-08   0.162439E-05  -0.344446E-06
  1303   0.699643E+03   0.326282E+02   0.000000E+00  -0.386533E+02   0.324920E-08   0.163505E-05  -0.344246E-06
  1304   0.699437E+03   0.325945E+02   0.000000E+00  -0.394681E+02   0.324434E-08   0.164559E-05  -0.344008E-06
  1305   0.699300E+03   0.325565E+02   0.000000E+00  -0.402775E+02   0.323948E-08   0.165603E-05  -0.343730E-06
  1306   0.699226E+03   0.325140E+02   0.000000E+00  -0.410808E+02   0.323463E-08   0.166635E-05  -0.343414E-06
  1307   0.699219E+03   0.324671E+02   0.000000E+00  -0.418780E+02   0.322979E-08   0.167655E-05  -0.343059E-06
  1308   0.699275E+03   0.324159E+02   0.000000E+00  -0.426686E+02   0.322497E-08   0.168665E-05  -0.342666E-06
  1309   0.699395E+03   0.323602E+02   0.000000E+00  -0.434523E+02   0.322015E-08   0.169663E-05  -0.342235E-06
  1310   0.699577E+03   0.323002E+02   0.000000E+00  -0.442288E+02   0.321534E-08   0.170650E-05  -0.341767E-06
  1311   0.699822E+03   0.322358E+02   0.000000E+00  -0.449978E+02   0.321055E-08   0.171626E-05  -0.341261E-06
  1312   0.700128E+03   0.321671E+02   0.000000E+00  -0.457589E+02   0.320576E-08   0.172590E-05  -0.340719E-06
  1313   0.700495E+03   0.320941E+02   0.000000E+00  -0.465119E+02   0.320098E-08   0.173542E-05  -0.340140E-06
  1314   0.700920E+03   0.320168E+02   0.000000E+00  -0.472565E+02   0.319622E-08   0.174484E-05  -0.339525E-06
  1315   0.701405E+03   0.319354E+02   0.000000E+00  -0.479923E+02   0.319146E-08   0.175413E-05  -0.338874E-06
  1316   0.701947E+03   0.318497E+02   0.000000E+00  -0.487191E+02   0.318671E-08   0.176332E-05  -0.338187E-06
  1317   0.702546E+03   0.317601E+02   0.000000E+00  -0.494366E+02   0.318198E-08   0.177238E-05  -0.337465E-06
  1318   0.703201E+03   0.316663E+02   0.000000E+00  -0.501445E+02   0.317725E-08   0.178133E-05  -0.336708E-06
  1319   0.703912E+03   0.315686E+02   0.000000E+00  -0.508426E+02   0.317253E-08   0.179017E-05  -0.335916E-06
  1320   0.704677E+03   0.314669E+02   0.000000E+00  -0.515306E+02   0.316783E-08   0.179888E-05  -0.335090E-06
  1321   0.705495E+03   0.313613E+02   0.000000E+00  -0.522081E+02   0.316313E-08   0.180749E-05  -0.334229E-06
  1322   0.706366E+03   0.312519E+02   0.000000E+00  -0.528750E+02   0.315844E-08   0.181597E-05  -0.333335E-06
  1323   0.707287E+03   0.311387E+02   0.000000E+00  -0.535309E+02   0.315376E-08   0.182434E-05  -0.332408E-06
  1324   0.708259E+03   0.310217E+02   0.000000E+00  -0.541757E+02   0.314910E-08   0.183259E-05  -0.331447E-06
  1325   0.709280E+03   0.309010E+02   0.000000E+00  -0.548090E+02   0.314444E-08   0.184072E-05  -0.330453E-06
  1326   0.710349E+03   0.307766E+02   0.000000E+00  -0.554306E+02   0.313979E-08   0.184873E-05  -0.329427E-06
  1327   0.711465E+03   0.306486E+02   0.000000E+00  -0.560403E+02   0.313515E-08   0.185663E-05  -0.328368E-06
  1328   0.712627E+03   0.305169E+02   0.000000E+00  -0.566377E+02   0.313052E-08   0.186440E-05  -0.327278E-06
  1329   0.713833E+03   0.303818E+02   0.000000E+00  -0.572228E+02   0.312590E-08   0.187206E-05  -0.326155E-06
  1330   0.715083E+03   0.302432E+02   0.000000E+00  -0.577952E+02   0.312129E-08   0.187960E-05  -0.325002E-06
  1331   0.716375E+03   0.301013E+02   0.000000E+00  -0.583548E+02   0.311669E-08   0.188702E-05  -0.323817E-06
  1332   0.717708E+03   0.299559E+02   0.000000E+00  -0.589013E+02   0.311210E-08   0.189432E-05  -0.322602E-06
  1333   0.719081E+03   0.298073E+02   0.000000E+00  -0.594346E+02   0.310752E-08   0.190149E-05  -0.321356E-06
  1334   0.720492E+03   0.296555E+02   0.000000E+00  -0.599543E+02   0.310295E-08   0.190855E-05  -0.320081E-06
  1335   0.721941E+03   0.295005E+02   0.000000E+00  -0.604602E+02   0.309839E-08   0.191549E-05  -0.318775E-06
  1336   0.723426E+03   0.293424E+02   0.000000E+00  -0.609524E+02   0.309384E-08   0.192231E-05  -0.317440E-06
  1337   0.724946E+03   0.291814E+02   0.000000E+00  -0.614305E+02   0.308929E-08   0.192900E-05  -0.316076E-06
  1338   0.726501E+03   0.290174E+02   0.000000E+00  -0.618944E+02   0.308476E-08   0.193557E-05  -0.314683E-06
  1339   0.728087E+03   0.288504E+02   0.000000E+00  -0.623437E+02   0.308023E-08   0.194202E-05  -0.313261E-06
  1340   0.729704E+03   0.286808E+02   0.000000E+00  -0.627786E+02   0.307572E-08   0.194835E-05  -0.311811E-06
  1341   0.731351E+03   0.285082E+02   0.000000E+00  -0.631986E+02   0.307121E-08   0.195456E-05  -0.310333E-06
  1342   0.733027E+03   0.283331E+02   0.000000E+00  -0.636037E+02   0.306672E-08   0.196064E-05  -0.308827E-06
  1343   0.734729E+03   0.281553E+02   0.000000E+00  -0.639937E+02   0.306223E-08   0.196660E-05  -0.307294E-06
  1344   0.736457E+03   0.279750E+02   0.000000E+00  -0.643685E+02   0.305775E-08   0.197244E-05  -0.305735E-06
  1345   0.738210E+03   0.277922E+02   0.000000E+00  -0.647278E+02   0.305328E-08   0.197816E-05  -0.304148E-06
  1346   0.739985E+03   0.276069E+02   0.000000E+00  -0.650716E+02   0.304882E-08   0.198375E-05  -0.302535E-06
  1347   0.741782E+03   0.274193E+02   0.000000E+00  -0.653997E+02   0.304437E-08   0.198921E-05  -0.300896E-06
  1348   0.743598E+03   0.272294E+02   0.000000E+00  -0.657119E+02   0.303993E-08   0.199455E-05  -0.299231E-06
  1349   0.745434E+03   0.270373E+02   0.000000E+00  -0.660081E+02   0.303549E-08   0.199977E-05  -0.297540E-06
  1350   0.747287E+03   0.268432E+02   0.000000E+00  -0.662884E+02   0.303107E-08   0.200486E-05  -0.295825E-06
  1351   0.749156E+03   0.266470E+02   0.000000E+00  -0.665526E+02   0.302665E-08   0.200983E-05  -0.294084E-06
  1352   0.751040E+03   0.264489E+02   0.000000E+00  -0.668006E+02   0.302225E-08   0.201466E-05  -0.292319E-06
  1353   0.752939E+03   0.262489E+02   0.000000E+00  -0.670325E+02   0.301785E-08   0.201938E-05  -0.290530E-06
  1354   0.754845E+03   0.260472E+02   0.000000E+00  -0.672482E+02   0.301346E-08   0.202396E-05  -0.288716E-06
  1355   0.756768E+03   0.258438E+02   0.000000E+00  -0.674476E+02   0.300908E-08   0.202842E-05  -0.286879E-06
  1356   0.758701E+03   0.256389E+02   0.000000E+00  -0.676307E+02   0.300471E-08   0.203274E-05  -0.285019E-06
  1357   0.760643E+03   0.254325E+02   0.000000E+00  -0.677975E+02   0.300035E-08   0.203694E-05  -0.283135E-06
  1358   0.762595E+03   0.252246E+02   0.000000E+00  -0.679478E+02   0.299600E-08   0.204100E-05  -0.281228E-06
  1359   0.764550E+03   0.250153E+02   0.000000E+00  -0.680818E+02   0.299165E-08   0.204493E-05  -0.279299E-06
  1360   0.766506E+03   0.248049E+02   0.000000E+00  -0.681993E+02   0.298732E-08   0.204873E-05  -0.277348E-06
  1361   0.768465E+03   0.245931E+02   0.000000E+00  -0.683002E+02   0.298299E-08   0.205240E-05  -0.275375E-06
  1362   0.770434E+03   0.243803E+02   0.000000E+00  -0.683846E+02   0.297867E-08   0.205593E-05  -0.273380E-06
  1363   0.772398E+03   0.241663E+02   0.000000E+00  -0.684525E+02   0.297436E-08   0.205932E-05  -0.271364E-06
  1364   0.774364E+03   0.239514E+02   0.000000E+00  -0.685038E+02   0.297006E-08   0.206258E-05  -0.269326E-06
  1365   0.776333E+03   0.237356E+02   0.000000E+00  -0.685386E+02   0.296577E-08   0.206570E-05  -0.267268E-06
  1366   0.778289E+03   0.235191E+02   0.000000E+00  -0.685569E+02   0.296148E-08   0.206869E-05  -0.265189E-06
  1367   0.780248E+03   0.233018E+02   0.000000E+00  -0.685588E+02   0.295721E-08   0.207153E-05  -0.263090E-06
  1368   0.782201E+03   0.230838E+02   0.000000E+00  -0.685441E+02   0.295294E-08   0.207423E-05  -0.260971E-06
  1369   0.784143E+03   0.228653E+02   0.000000E+00  -0.685130E+02   0.294869E-08   0.207680E-05  -0.258832E-06
  1370   0.786087E+03   0.226463E+02   0.000000E+00  -0.684656E+02   0.294444E-08   0.207922E-05  -0.256674E-06
  1371   0.788011E+03   0.224269E+02   0.000000E+00  -0.684019E+02   0.294020E-08   0.208150E-05  -0.254497E-06
  1372   0.789930E+03   0.222073E+02   0.000000E+00  -0.683219E+02   0.293596E-08   0.208363E-05  -0.252301E-06
  1373   0.791838E+03   0.219874E+02   0.000000E+00  -0.682257E+02   0.293174E-08   0.208563E-05  -0.250087E-06
  1374   0.793733E+03   0.217674E+02   0.000000E+00  -0.681134E+02   0.292752E-08   0.208747E-05  -0.247854E-06
  1375   0.795608E+03   0.215474E+02   0.000000E+00  -0.679851E+02   0.292332E-08   0.208917E-05  -0.245604E-06
  1376   0.797471E+03   0.213274E+02   0.000000E+00  -0.678408E+02   0.291912E-08   0.209073E-05  -0.243336E-06
  1377   0.799322E+03   0.211075E+02   0.000000E+00  -0.676806E+02   0.291493E-08   0.209214E-05  -0.241050E-06
  1378   0.801154E+03   0.208878E+02   0.000000E+00  -0.675046E+02   0.291074E-08   0.209340E-05  -0.238748E-06
  1379   0.802966E+03   0.206684E+02   0.000000E+00  -0.673129E+02   0.290657E-08   0.209450E-05  -0.236428E-06
  1380   0.804751E+03   0.204494E+02   0.000000E+00  -0.671054E+02   0.290240E-08   0.209546E-05  -0.234093E-06
  1381   0.806524E+03   0.202307E+02   0.000000E+00  -0.668825E+02   0.289825E-08   0.209627E-05  -0.231741E-06
  1382   0.808270E+03   0.200126E+02   0.000000E+00  -0.666439E+02   0.289410E-08   0.209693E-05  -0.229373E-06
  1383   0.809989E+03   0.197950E+02   0.000000E+00  -0.663899E+02   0.288996E-08   0.209744E-05  -0.226990E-06
  1384   0.811682E+03   0.195781E+02   0.000000E+00  -0.661207E+02   0.288582E-08   0.209779E-05  -0.224591E-06
  1385   0.813355E+03   0.193619E+02   0.000000E+00  -0.658363E+02   0.288170E-08   0.209798E-05  -0.222177E-06
  1386   0.815001E+03   0.191466E+02   0.000000E+00  -0.655371E+02   0.287758E-08   0.209802E-05  -0.219749E-06
  1387   0.816613E+03   0.189322E+02   0.000000E+00  -0.652231E+02   0.287347E-08   0.209791E-05  -0.217306E-06
  1388   0.818199E+03   0.187187E+02   0.000000E+00  -0.648946E+02   0.286937E-08   0.209764E-05  -0.214849E-06
  1389   0.819750E+03   0.185064E+02   0.000000E+00  -0.645516E+02   0.286528E-08   0.209721E-05  -0.212378E-06
  1390   0.821274E+03   0.182953E+02   0.000000E+00  -0.641945E+02   0.286120E-08   0.209662E-05  -0.209893E-06
  1391   0.822765E+03   0.180854E+02   0.000000E+00  -0.638234E+02   0.285712E-08   0.209588E-05  -0.207396E-06
  1392   0.824221E+03   0.178769E+02   0.000000E+00  -0.634384E+02   0.285305E-08   0.209497E-05  -0.204885E-06
  1393   0.825651E+03   0.176697E+02   0.000000E+00  -0.630396E+02   0.284899E-08   0.209390E-05  -0.202361E-06
  1394   0.827039E+03   0.174640E+02   0.000000E+00  -0.626273E+02   0.284494E-08   0.209267E-05  -0.199825E-06
  1395   0.828386E+03   0.172599E+02   0.000000E+00  -0.622017E+02   0.284089E-08   0.209128E-05  -0.197277E-06
  1396   0.829698E+03   0.170573E+02   0.000000E+00  -0.617627E+02   0.283686E-08   0.208972E-05  -0.194718E-06
  1397   0.830977E+03   0.168565E+02   0.000000E+00  -0.613108E+02   0.283283E-08   0.208800E-05  -0.192146E-06
  1398   0.832207E+03   0.166574E+02   0.000000E+00  -0.608459E+02   0.282881E-08   0.208612E-05  -0.189564E-06
  1399   0.833404E+03   0.164601E+02   0.000000E+00  -0.603685E+02   0.282479E-08   0.208406E-05  -0.186970E-06
  1400   0.834551E+03   0.162647E+02   0.000000E+00  -0.598787E+02   0.282079E-08   0.208184E-05  -0.184366E-06
  1401   0.835665E+03   0.160713E+02   0.000000E+00  -0.593768E+02   0.281679E-08   0.207946E-05  -0.181751E-06
  1402   0.836729E+03   0.158799E+02   0.000000E+00  -0.588628E+02   0.281280E-08   0.207691E-05  -0.179127E-06
  1403   0.837753E+03   0.156906E+02   0.000000E+00  -0.583371E+02   0.280882E-08   0.207420E-05  -0.176492E-06
  1404   0.838736E+03   0.155034E+02   0.000000E+00  -0.578000E+02   0.280485E-08   0.207134E-05  -0.173849E-06
  1405   0.839671E+03   0.153185E+02   0.000000E+00  -0.572515E+02   0.280088E-08   0.206833E-05  -0.171196E-06
  1406   0.840557E+03   0.151359E+02   0.000000E+00  -0.566920E+02   0.279692E-08   0.206518E-05  -0.168535E-06
  1407   0.841395E+03   0.149555E+02   0.000000E+00  -0.561216E+02   0.279297E-08   0.206189E-05  -0.165866E-06
  1408   0.842192E+03   0.147775E+02   0.000000E+00  -0.555405E+02   0.278902E-08   0.205846E-05  -0.163189E-06
  1409   0.842935E+03   0.146019E+02   0.000000E+00  -0.549490E+02   0.278509E-08   0.205491E-05  -0.160504E-06
  1410   0.843636E+03   0.144289E+02   0.000000E+00  -0.543474E+02   0.278116E-08   0.205123E-05  -0.157813E-06
  1411   0.844283E+03   0.142583E+02   0.000000E+00  -0.537357E+02   0.277724E-08   0.204744E-05  -0.155115E-06
  1412   0.844882E+03   0.140904E+02   0.000000E+00  -0.531144E+02   0.277333E-08   0.204352E-05  -0.152410E-06
  1413   0.845426E+03   0.139251E+02   0.000000E+00  -0.524836E+02   0.276942E-08   0.203950E-05  -0.149699E-06
  1414   0.845922E+03   0.137626E+02   0.000000E+00  -0.518437E+02   0.276552E-08   0.203538E-05  -0.146983E-06
  1415   0.846364E+03   0.136027E+02   0.000000E+00  -0.511950E+02   0.276163E-08   0.203115E-05  -0.144261E-06
  1416   0.846758E+03   0.134457E+02   0.000000E+00  -0.505376E+02   0.275775E-08   0.202683E-05  -0.141535E-06
  1417   0.847098E+03   0.132915E+02   0.000000E+00  -0.498720E+02   0.275387E-08   0.202242E-05  -0.138804E-06
  1418   0.847391E+03   0.131403E+02   0.000000E+00  -0.491985E+02   0.275000E-08   0.201793E-05  -0.136069E-06
  1419   0.847629E+03   0.129920E+02   0.000000E+00  -0.485171E+02   0.274614E-08   0.201336E-05  -0.133330E-06
  1420   0.847813E+03   0.128467E+02   0.000000E+00  -0.478283E+02   0.274229E-08   0.200871E-05  -0.130587E-06
  1421   0.847943E+03   0.127044E+02   0.000000E+00  -0.471324E+02   0.273844E-08   0.200398E-05  -0.127842E-06
  1422   0.848019E+03   0.125653E+02   0.000000E+00  -0.464294E+02   0.273460E-08   0.199920E-05  -0.125094E-06
  1423   0.848048E+03   0.124292E+02   0.000000E+00  -0.457199E+02   0.273077E-08   0.199435E-05  -0.122343E-06
  1424   0.848016E+03   0.122963E+02   0.000000E+00  -0.450039E+02   0.272695E-08   0.198945E-05  -0.119591E-06
  1425   0.847930E+03   0.121666E+02   0.000000E+00  -0.442819E+02   0.272313E-08   0.198450E-05  -0.116837E-06
  1426   0.847791E+03   0.120401E+02   0.000000E+00  -0.435541E+02   0.271932E-08   0.197950E-05  -0.114081E-06
  1427   0.847590E+03   0.119168E+02   0.000000E+00  -0.428206E+02   0.271552E-08   0.197446E-05  -0.111325E-06
  1428   0.847336E+03   0.117969E+02   0.000000E+00  -0.420819E+02   0.271172E-08   0.196938E-05  -0.108568E-06
  1429   0.847028E+03   0.116802E+02   0.000000E+00  -0.413384E+02   0.270793E-08   0.196427E-05  -0.105811E-06
  1430   0.846668E+03   0.115669E+02   0.000000E+00  -0.405901E+02   0.270415E-08   0.195914E-05  -0.103055E-06
  1431   0.846246E+03   0.114571E+02   0.000000E+00  -0.398375E+02   0.270038E-08   0.195398E-05  -0.100299E-06
  1432   0.845771E+03   0.113506E+02   0.000000E+00  -0.390808E+02   0.269661E-08   0.194880E-05  -0.975437E-07
  1433   0.845236E+03   0.112476E+02   0.000000E+00  -0.383203E+02   0.269285E-08   0.194362E-05  -0.947899E-07
  1434   0.844648E+03   0.111480E+02   0.000000E+00  -0.375564E+02   0.268910E-08   0.193843E-05  -0.920379E-07
  1435   0.844000E+03   0.110519E+02   0.000000E+00  -0.367892E+02   0.268536E-08   0.193323E-05  -0.892878E-07
  1436   0.843299E+03   0.109593E+02   0.000000E+00  -0.360192E+02   0.268162E-08   0.192804E-05  -0.865402E-07
  1437   0.842538E+03   0.108702E+02   0.000000E+00  -0.352467E+02   0.267789E-08   0.192285E-05  -0.837954E-07
  1438   0.841717E+03   0.107847E+02   0.000000E+00  -0.344718E+02   0.267416E-08   0.191768E-05  -0.810537E-07
  1439   0.840843E+03   0.107028E+02   0.000000E+00  -0.336950E+02   0.267045E-08   0.191253E-05  -0.783155E-07
  1440   0.839917E+03   0.106244E+02   0.000000E+00  -0.329164E+02   0.266674E-08   0.190739E-05  -0.755812E-07
  1441   0.838932E+03   0.105496E+02   0.000000E+00  -0.321365E+02   0.266303E-08   0.190229E-05  -0.728512E-07
  1442   0.837887E+03   0.104784E+02   0.000000E+00  -0.313555E+02   0.265934E-08   0.189721E-05  -0.701257E-07
  1443   0.836782E+03   0.104108E+02   0.000000E+00  -0.305736E+02   0.265565E-08   0.189217E-05  -0.674053E-07
  1444   0.835626E+03   0.103468E+02   0.000000E+00  -0.297913E+02   0.265197E-08   0.188718E-05  -0.646901E-07
  1445   0.834410E+03   0.102865E+02   0.000000E+00  -0.290088E+02   0.264829E-08   0.188223E-05  -0.619807E-07
  1446   0.833135E+03   0.102298E+02   0.000000E+00  -0.282262E+02   0.264462E-08   0.187733E-05  -0.592774E-07
  1447   0.831808E+03   0.101768E+02   0.000000E+00  -0.274442E+02   0.264096E-08   0.187249E-05  -0.565805E-07
  1448   0.830423E+03   0.101274E+02   0.000000E+00  -0.266627E+02   0.263731E-08   0.186771E-05  -0.538904E-07
  1449   0.828978E+03   0.100817E+02   0.000000E+00  -0.258823E+02   0.263366E-08   0.186299E-05  -0.512075E-07
  1450   0.827483E+03   0.100395E+02   0.000000E+00  -0.251032E+02   0.263002E-08   0.185835E-05  -0.485321E-07
  1451   0.825935E+03   0.100011E+02   0.000000E+00  -0.243258E+02   0.262639E-08   0.185378E-05  -0.458646E-07
  1452   0.824330E+03   0.996630E+01   0.000000E+00  -0.235502E+02   0.262276E-08   0.184928E-05  -0.432051E-07
