#    L    TT             EE             BB             TE          
   785   0.249149E+04   0.183791E+02   0.853862E-01  -0.108201E+03
   786   0.249611E+04   0.181479E+02   0.855086E-01  -0.106891E+03
   787   0.250058E+04   0.179199E+02   0.856307E-01  -0.105556E+03
   788   0.250489E+04   0.176953E+02   0.857524E-01  -0.104193E+03
   789   0.250901E+04   0.174743E+02   0.858737E-01  -0.102805E+03
   790   0.251297E+04   0.172568E+02   0.859946E-01  -0.101391E+03
   791   0.251676E+04   0.170431E+02   0.861151E-01  -0.999544E+02
   792   0.252037E+04   0.168334E+02   0.862351E-01  -0.984939E+02
   793   0.252381E+04   0.166277E+02   0.863546E-01  -0.970111E+02
   794   0.252707E+04   0.164262E+02   0.864735E-01  -0.955069E+02
   795   0.253015E+04   0.162291E+02   0.865919E-01  -0.939828E+02
   796   0.253305E+04   0.160363E+02   0.867098E-01  -0.924380E+02
   797   0.253578E+04   0.158479E+02   0.868269E-01  -0.908741E+02
   798   0.253832E+04   0.156640E+02   0.869435E-01  -0.892910E+02
   799   0.254069E+04   0.154846E+02   0.870593E-01  -0.876895E+02
   800   0.254287E+04   0.153099E+02   0.871745E-01  -0.860688E+02
   801   0.254487E+04   0.151398E+02   0.872889E-01  -0.844313E+02
   802   0.254670E+04   0.149742E+02   0.874026E-01  -0.827761E+02
   803   0.254834E+04   0.148135E+02   0.875154E-01  -0.811039E+02
   804   0.254980E+04   0.146577E+02   0.876275E-01  -0.794163E+02
   805   0.255107E+04   0.145068E+02   0.877387E-01  -0.777125E+02
   806   0.255213E+04   0.143611E+02   0.878490E-01  -0.759946E+02
   807   0.255299E+04   0.142205E+02   0.879584E-01  -0.742611E+02
   808   0.255365E+04   0.140852E+02   0.880669E-01  -0.725151E+02
   809   0.255409E+04   0.139553E+02   0.881745E-01  -0.707557E+02
   810   0.255434E+04   0.138309E+02   0.882810E-01  -0.689836E+02
   811   0.255437E+04   0.137119E+02   0.883866E-01  -0.672005E+02
   812   0.255421E+04   0.135984E+02   0.884911E-01  -0.654070E+02
   813   0.255385E+04   0.134904E+02   0.885946E-01  -0.636040E+02
   814   0.255330E+04   0.133879E+02   0.886971E-01  -0.617924E+02
   815   0.255257E+04   0.132910E+02   0.887984E-01  -0.599730E+02
   816   0.255165E+04   0.131997E+02   0.888986E-01  -0.581468E+02
   817   0.255054E+04   0.131140E+02   0.889976E-01  -0.563142E+02
   818   0.254924E+04   0.130340E+02   0.890955E-01  -0.544754E+02
   819   0.254774E+04   0.129598E+02   0.891922E-01  -0.526307E+02
   820   0.254604E+04   0.128914E+02   0.892877E-01  -0.507807E+02
   821   0.254412E+04   0.128288E+02   0.893820E-01  -0.489257E+02
   822   0.254200E+04   0.127722E+02   0.894751E-01  -0.470659E+02
   823   0.253965E+04   0.127215E+02   0.895668E-01  -0.452018E+02
   824   0.253710E+04   0.126768E+02   0.896573E-01  -0.433343E+02
   825   0.253434E+04   0.126380E+02   0.897465E-01  -0.414648E+02
   826   0.253138E+04   0.126053E+02   0.898344E-01  -0.395943E+02
   827   0.252822E+04   0.125786E+02   0.899209E-01  -0.377239E+02
   828   0.252487E+04   0.125579E+02   0.900061E-01  -0.358547E+02
   829   0.252134E+04   0.125432E+02   0.900899E-01  -0.339879E+02
   830   0.251763E+04   0.125345E+02   0.901723E-01  -0.321245E+02
   831   0.251374E+04   0.125319E+02   0.902533E-01  -0.302648E+02
   832   0.250966E+04   0.125352E+02   0.903329E-01  -0.284093E+02
   833   0.250539E+04   0.125447E+02   0.904111E-01  -0.265582E+02
   834   0.250093E+04   0.125603E+02   0.904878E-01  -0.247118E+02
   835   0.249627E+04   0.125820E+02   0.905631E-01  -0.228706E+02
   836   0.249141E+04   0.126098E+02   0.906369E-01  -0.210347E+02
   837   0.248634E+04   0.126438E+02   0.907092E-01  -0.192046E+02
   838   0.248108E+04   0.126839E+02   0.907800E-01  -0.173811E+02
   839   0.247562E+04   0.127301E+02   0.908493E-01  -0.155653E+02
   840   0.246997E+04   0.127823E+02   0.909171E-01  -0.137579E+02
   841   0.246415E+04   0.128404E+02   0.909834E-01  -0.119601E+02
   842   0.245814E+04   0.129045E+02   0.910481E-01  -0.101727E+02
   843   0.245196E+04   0.129745E+02   0.911112E-01  -0.839676E+01
   844   0.244562E+04   0.130502E+02   0.911728E-01  -0.663312E+01
   845   0.243911E+04   0.131318E+02   0.912329E-01  -0.488230E+01
   846   0.243244E+04   0.132192E+02   0.912913E-01  -0.314497E+01
   847   0.242559E+04   0.133125E+02   0.913482E-01  -0.142157E+01
   848   0.241857E+04   0.134117E+02   0.914035E-01   0.287347E+00
   849   0.241137E+04   0.135167E+02   0.914571E-01   0.198126E+01
   850   0.240400E+04   0.136276E+02   0.915092E-01   0.365963E+01
   851   0.239645E+04   0.137445E+02   0.915597E-01   0.532196E+01
   852   0.238873E+04   0.138670E+02   0.916085E-01   0.696780E+01
   853   0.238084E+04   0.139953E+02   0.916557E-01   0.859672E+01
   854   0.237279E+04   0.141292E+02   0.917013E-01   0.102083E+02
   855   0.236458E+04   0.142685E+02   0.917452E-01   0.118021E+02
   856   0.235622E+04   0.144132E+02   0.917875E-01   0.133777E+02
   857   0.234772E+04   0.145631E+02   0.918282E-01   0.149347E+02
   858   0.233908E+04   0.147182E+02   0.918672E-01   0.164725E+02
   859   0.233030E+04   0.148784E+02   0.919046E-01   0.179905E+02
   860   0.232139E+04   0.150437E+02   0.919404E-01   0.194879E+02
   861   0.231234E+04   0.152141E+02   0.919745E-01   0.209639E+02
   862   0.230316E+04   0.153895E+02   0.920069E-01   0.224176E+02
   863   0.229385E+04   0.155700E+02   0.920377E-01   0.238483E+02
   864   0.228442E+04   0.157555E+02   0.920669E-01   0.252552E+02
   865   0.227485E+04   0.159460E+02   0.920944E-01   0.266377E+02
   866   0.226516E+04   0.161414E+02   0.921203E-01   0.279954E+02
   867   0.225535E+04   0.163416E+02   0.921446E-01   0.293284E+02
   868   0.224541E+04   0.165464E+02   0.921672E-01   0.306365E+02
   869   0.223536E+04   0.167559E+02   0.921882E-01   0.319197E+02
   870   0.222518E+04   0.169699E+02   0.922075E-01   0.331778E+02
   871   0.221489E+04   0.171883E+02   0.922253E-01   0.344108E+02
   872   0.220449E+04   0.174110E+02   0.922414E-01   0.356185E+02
   873   0.219397E+04   0.176378E+02   0.922559E-01   0.368004E+02
   874   0.218335E+04   0.178688E+02   0.922689E-01   0.379562E+02
   875   0.217263E+04   0.181037E+02   0.922802E-01   0.390853E+02
   876   0.216182E+04   0.183425E+02   0.922900E-01   0.401872E+02
   877   0.215091E+04   0.185849E+02   0.922982E-01   0.412614E+02
   878   0.213993E+04   0.188310E+02   0.923048E-01   0.423074E+02
   879   0.212887E+04   0.190805E+02   0.923099E-01   0.433248E+02
   880   0.211773E+04   0.193335E+02   0.923135E-01   0.443131E+02
   881   0.210651E+04   0.195897E+02   0.923155E-01   0.452719E+02
   882   0.209523E+04   0.198493E+02   0.923160E-01   0.462007E+02
   883   0.208388E+04   0.201119E+02   0.923151E-01   0.470992E+02
   884   0.207245E+04   0.203777E+02   0.923126E-01   0.479669E+02
   885   0.206096E+04   0.206465E+02   0.923087E-01   0.488033E+02
   886   0.204940E+04   0.209182E+02   0.923033E-01   0.496082E+02
   887   0.203778E+04   0.211927E+02   0.922964E-01   0.503815E+02
   888   0.202610E+04   0.214699E+02   0.922882E-01   0.511230E+02
   889   0.201437E+04   0.217496E+02   0.922785E-01   0.518330E+02
   890   0.200258E+04   0.220318E+02   0.922675E-01   0.525114E+02
   891   0.199075E+04   0.223163E+02   0.922551E-01   0.531582E+02
   892   0.197888E+04   0.226031E+02   0.922413E-01   0.537733E+02
   893   0.196695E+04   0.228919E+02   0.922262E-01   0.543568E+02
   894   0.195501E+04   0.231826E+02   0.922098E-01   0.549087E+02
   895   0.194301E+04   0.234752E+02   0.921921E-01   0.554286E+02
   896   0.193100E+04   0.237694E+02   0.921731E-01   0.559168E+02
   897   0.191895E+04   0.240651E+02   0.921529E-01   0.563731E+02
   898   0.190688E+04   0.243622E+02   0.921314E-01   0.567972E+02
   899   0.189480E+04   0.246605E+02   0.921087E-01   0.571893E+02
   900   0.188270E+04   0.249599E+02   0.920849E-01   0.575491E+02
   901   0.187059E+04   0.252603E+02   0.920598E-01   0.578766E+02
   902   0.185848E+04   0.255615E+02   0.920337E-01   0.581719E+02
   903   0.184636E+04   0.258634E+02   0.920064E-01   0.584346E+02
   904   0.183424E+04   0.261660E+02   0.919780E-01   0.586650E+02
   905   0.182213E+04   0.264691E+02   0.919485E-01   0.588628E+02
   906   0.181003E+04   0.267726E+02   0.919180E-01   0.590281E+02
   907   0.179794E+04   0.270763E+02   0.918864E-01   0.591608E+02
   908   0.178586E+04   0.273802E+02   0.918539E-01   0.592610E+02
   909   0.177381E+04   0.276842E+02   0.918203E-01   0.593287E+02
   910   0.176177E+04   0.279881E+02   0.917858E-01   0.593642E+02
   911   0.174976E+04   0.282918E+02   0.917504E-01   0.593675E+02
   912   0.173778E+04   0.285953E+02   0.917141E-01   0.593387E+02
   913   0.172583E+04   0.288984E+02   0.916769E-01   0.592780E+02
   914   0.171392E+04   0.292010E+02   0.916388E-01   0.591855E+02
   915   0.170203E+04   0.295030E+02   0.915999E-01   0.590612E+02
   916   0.169020E+04   0.298043E+02   0.915603E-01   0.589054E+02
   917   0.167840E+04   0.301046E+02   0.915198E-01   0.587182E+02
   918   0.166664E+04   0.304040E+02   0.914786E-01   0.584999E+02
   919   0.165493E+04   0.307023E+02   0.914366E-01   0.582505E+02
   920   0.164327E+04   0.309993E+02   0.913940E-01   0.579702E+02
   921   0.163166E+04   0.312950E+02   0.913506E-01   0.576592E+02
   922   0.162011E+04   0.315891E+02   0.913067E-01   0.573180E+02
   923   0.160862E+04   0.318817E+02   0.912621E-01   0.569466E+02
   924   0.159718E+04   0.321726E+02   0.912169E-01   0.565457E+02
   925   0.158582E+04   0.324616E+02   0.911711E-01   0.561155E+02
   926   0.157452E+04   0.327487E+02   0.911248E-01   0.556564E+02
   927   0.156329E+04   0.330337E+02   0.910779E-01   0.551688E+02
   928   0.155215E+04   0.333166E+02   0.910306E-01   0.546530E+02
   929   0.154108E+04   0.335973E+02   0.909828E-01   0.541094E+02
   930   0.153009E+04   0.338755E+02   0.909346E-01   0.535382E+02
   931   0.151917E+04   0.341512E+02   0.908860E-01   0.529397E+02
   932   0.150835E+04   0.344243E+02   0.908369E-01   0.523142E+02
   933   0.149762E+04   0.346947E+02   0.907876E-01   0.516621E+02
   934   0.148698E+04   0.349621E+02   0.907378E-01   0.509835E+02
   935   0.147642E+04   0.352266E+02   0.906878E-01   0.502788E+02
   936   0.146596E+04   0.354878E+02   0.906375E-01   0.495484E+02
   937   0.145560E+04   0.357460E+02   0.905869E-01   0.487928E+02
   938   0.144534E+04   0.360008E+02   0.905362E-01   0.480121E+02
   939   0.143518E+04   0.362522E+02   0.904852E-01   0.472070E+02
   940   0.142512E+04   0.364999E+02   0.904340E-01   0.463777E+02
   941   0.141517E+04   0.367441E+02   0.903827E-01   0.455246E+02
   942   0.140533E+04   0.369845E+02   0.903313E-01   0.446482E+02
   943   0.139559E+04   0.372210E+02   0.902797E-01   0.437488E+02
   944   0.138597E+04   0.374536E+02   0.902281E-01   0.428272E+02
   945   0.137647E+04   0.376822E+02   0.901765E-01   0.418835E+02
   946   0.136708E+04   0.379067E+02   0.901249E-01   0.409184E+02
   947   0.135781E+04   0.381269E+02   0.900732E-01   0.399323E+02
   948   0.134866E+04   0.383428E+02   0.900216E-01   0.389258E+02
   949   0.133962E+04   0.385544E+02   0.899701E-01   0.378992E+02
   950   0.133072E+04   0.387615E+02   0.899186E-01   0.368531E+02
   951   0.132194E+04   0.389640E+02   0.898673E-01   0.357879E+02
   952   0.131329E+04   0.391618E+02   0.898161E-01   0.347042E+02
   953   0.130477E+04   0.393549E+02   0.897650E-01   0.336023E+02
   954   0.129637E+04   0.395432E+02   0.897142E-01   0.324827E+02
   955   0.128810E+04   0.397266E+02   0.896636E-01   0.313459E+02
   956   0.127997E+04   0.399050E+02   0.896132E-01   0.301924E+02
   957   0.127197E+04   0.400784E+02   0.895631E-01   0.290226E+02
   958   0.126410E+04   0.402467E+02   0.895133E-01   0.278372E+02
   959   0.125637E+04   0.404098E+02   0.894637E-01   0.266370E+02
   960   0.124878E+04   0.405679E+02   0.894146E-01   0.254225E+02
   961   0.124132E+04   0.407207E+02   0.893658E-01   0.241942E+02
   962   0.123401E+04   0.408684E+02   0.893174E-01   0.229528E+02
   963   0.122684E+04   0.410108E+02   0.892693E-01   0.216989E+02
   964   0.121981E+04   0.411478E+02   0.892218E-01   0.204331E+02
   965   0.121292E+04   0.412796E+02   0.891747E-01   0.191558E+02
   966   0.120617E+04   0.414059E+02   0.891280E-01   0.178676E+02
   967   0.119957E+04   0.415267E+02   0.890819E-01   0.165690E+02
   968   0.119311E+04   0.416420E+02   0.890363E-01   0.152606E+02
   969   0.118679E+04   0.417516E+02   0.889912E-01   0.139428E+02
   970   0.118062E+04   0.418556E+02   0.889467E-01   0.126162E+02
   971   0.117459E+04   0.419540E+02   0.889028E-01   0.112814E+02
   972   0.116871E+04   0.420467E+02   0.888595E-01   0.993906E+01
   973   0.116297E+04   0.421336E+02   0.888168E-01   0.858958E+01
   974   0.115739E+04   0.422149E+02   0.887747E-01   0.723363E+01
   975   0.115194E+04   0.422903E+02   0.887334E-01   0.587190E+01
   976   0.114664E+04   0.423599E+02   0.886927E-01   0.450481E+01
   977   0.114149E+04   0.424237E+02   0.886527E-01   0.313311E+01
   978   0.113648E+04   0.424817E+02   0.886134E-01   0.175721E+01
   979   0.113162E+04   0.425339E+02   0.885748E-01   0.377771E+00
   980   0.112691E+04   0.425802E+02   0.885370E-01  -0.100469E+01
   981   0.112234E+04   0.426208E+02   0.885000E-01  -0.238964E+01
   982   0.111791E+04   0.426554E+02   0.884637E-01  -0.377650E+01
   983   0.111363E+04   0.426843E+02   0.884283E-01  -0.516473E+01
   984   0.110950E+04   0.427073E+02   0.883936E-01  -0.655379E+01
   985   0.110551E+04   0.427244E+02   0.883598E-01  -0.794318E+01
   986   0.110166E+04   0.427356E+02   0.883268E-01  -0.933241E+01
   987   0.109796E+04   0.427410E+02   0.882947E-01  -0.107210E+02
   988   0.109441E+04   0.427403E+02   0.882634E-01  -0.121084E+02
   989   0.109099E+04   0.427339E+02   0.882330E-01  -0.134943E+02
   990   0.108772E+04   0.427214E+02   0.882034E-01  -0.148779E+02
   991   0.108459E+04   0.427029E+02   0.881748E-01  -0.162591E+02
   992   0.108160E+04   0.426786E+02   0.881471E-01  -0.176369E+02
   993   0.107875E+04   0.426482E+02   0.881202E-01  -0.190110E+02
   994   0.107605E+04   0.426120E+02   0.880943E-01  -0.203806E+02
   995   0.107348E+04   0.425699E+02   0.880694E-01  -0.217453E+02
   996   0.107105E+04   0.425220E+02   0.880453E-01  -0.231043E+02
   997   0.106876E+04   0.424682E+02   0.880222E-01  -0.244571E+02
   998   0.106661E+04   0.424086E+02   0.880001E-01  -0.258031E+02
   999   0.106459E+04   0.423432E+02   0.879789E-01  -0.271416E+02
  1000   0.106272E+04   0.422720E+02   0.879586E-01  -0.284719E+02
  1001   0.106096E+04   0.421950E+02   0.879393E-01  -0.297934E+02
  1002   0.105935E+04   0.421123E+02   0.879210E-01  -0.311054E+02
  1003   0.105786E+04   0.420237E+02   0.879037E-01  -0.324072E+02
  1004   0.105651E+04   0.419294E+02   0.878874E-01  -0.336984E+02
  1005   0.105527E+04   0.418293E+02   0.878720E-01  -0.349782E+02
  1006   0.105416E+04   0.417236E+02   0.878576E-01  -0.362464E+02
  1007   0.105317E+04   0.416124E+02   0.878442E-01  -0.375027E+02
  1008   0.105230E+04   0.414960E+02   0.878317E-01  -0.387470E+02
  1009   0.105156E+04   0.413744E+02   0.878203E-01  -0.399790E+02
  1010   0.105093E+04   0.412478E+02   0.878098E-01  -0.411983E+02
  1011   0.105042E+04   0.411163E+02   0.878003E-01  -0.424048E+02
  1012   0.105002E+04   0.409802E+02   0.877918E-01  -0.435982E+02
  1013   0.104974E+04   0.408393E+02   0.877843E-01  -0.447782E+02
  1014   0.104957E+04   0.406936E+02   0.877778E-01  -0.459444E+02
  1015   0.104951E+04   0.405430E+02   0.877722E-01  -0.470964E+02
  1016   0.104957E+04   0.403876E+02   0.877677E-01  -0.482338E+02
  1017   0.104974E+04   0.402271E+02   0.877641E-01  -0.493563E+02
  1018   0.105001E+04   0.400616E+02   0.877614E-01  -0.504635E+02
  1019   0.105040E+04   0.398911E+02   0.877598E-01  -0.515549E+02
  1020   0.105089E+04   0.397156E+02   0.877591E-01  -0.526300E+02
  1021   0.105149E+04   0.395354E+02   0.877593E-01  -0.536880E+02
  1022   0.105219E+04   0.393506E+02   0.877605E-01  -0.547285E+02
  1023   0.105297E+04   0.391613E+02   0.877627E-01  -0.557507E+02
  1024   0.105386E+04   0.389678E+02   0.877658E-01  -0.567541E+02
  1025   0.105483E+04   0.387701E+02   0.877698E-01  -0.577379E+02
  1026   0.105590E+04   0.385685E+02   0.877748E-01  -0.587016E+02
  1027   0.105704E+04   0.383629E+02   0.877807E-01  -0.596454E+02
  1028   0.105827E+04   0.381536E+02   0.877875E-01  -0.605692E+02
  1029   0.105959E+04   0.379404E+02   0.877952E-01  -0.614732E+02
  1030   0.106098E+04   0.377235E+02   0.878038E-01  -0.623576E+02
  1031   0.106247E+04   0.375029E+02   0.878133E-01  -0.632225E+02
  1032   0.106402E+04   0.372788E+02   0.878237E-01  -0.640680E+02
  1033   0.106567E+04   0.370510E+02   0.878349E-01  -0.648942E+02
  1034   0.106738E+04   0.368199E+02   0.878470E-01  -0.657006E+02
  1035   0.106918E+04   0.365854E+02   0.878600E-01  -0.664865E+02
  1036   0.107105E+04   0.363478E+02   0.878738E-01  -0.672515E+02
  1037   0.107297E+04   0.361071E+02   0.878884E-01  -0.679950E+02
  1038   0.107497E+04   0.358636E+02   0.879038E-01  -0.687163E+02
  1039   0.107703E+04   0.356173E+02   0.879201E-01  -0.694150E+02
  1040   0.107914E+04   0.353682E+02   0.879371E-01  -0.700905E+02
  1041   0.108130E+04   0.351167E+02   0.879549E-01  -0.707427E+02
  1042   0.108352E+04   0.348624E+02   0.879735E-01  -0.713717E+02
  1043   0.108579E+04   0.346056E+02   0.879928E-01  -0.719772E+02
  1044   0.108811E+04   0.343463E+02   0.880129E-01  -0.725598E+02
  1045   0.109048E+04   0.340844E+02   0.880337E-01  -0.731189E+02
  1046   0.109290E+04   0.338201E+02   0.880552E-01  -0.736553E+02
  1047   0.109536E+04   0.335532E+02   0.880774E-01  -0.741682E+02
  1048   0.109787E+04   0.332840E+02   0.881002E-01  -0.746577E+02
  1049   0.110041E+04   0.330128E+02   0.881237E-01  -0.751232E+02
  1050   0.110299E+04   0.327396E+02   0.881479E-01  -0.755662E+02
  1051   0.110561E+04   0.324648E+02   0.881727E-01  -0.759859E+02
  1052   0.110825E+04   0.321884E+02   0.881981E-01  -0.763817E+02
  1053   0.111093E+04   0.319107E+02   0.882241E-01  -0.767537E+02
  1054   0.111364E+04   0.316319E+02   0.882507E-01  -0.771018E+02
  1055   0.111636E+04   0.313521E+02   0.882778E-01  -0.774270E+02
  1056   0.111911E+04   0.310713E+02   0.883055E-01  -0.777285E+02
  1057   0.112188E+04   0.307896E+02   0.883336E-01  -0.780056E+02
  1058   0.112467E+04   0.305071E+02   0.883623E-01  -0.782599E+02
  1059   0.112747E+04   0.302238E+02   0.883915E-01  -0.784899E+02
  1060   0.113028E+04   0.299400E+02   0.884211E-01  -0.786957E+02
  1061   0.113311E+04   0.296556E+02   0.884511E-01  -0.788788E+02
  1062   0.113596E+04   0.293709E+02   0.884816E-01  -0.790370E+02
  1063   0.113880E+04   0.290857E+02   0.885125E-01  -0.791727E+02
  1064   0.114165E+04   0.288003E+02   0.885437E-01  -0.792843E+02
  1065   0.114450E+04   0.285147E+02   0.885753E-01  -0.793719E+02
  1066   0.114736E+04   0.282291E+02   0.886072E-01  -0.794371E+02
  1067   0.115021E+04   0.279435E+02   0.886395E-01  -0.794784E+02
  1068   0.115306E+04   0.276581E+02   0.886720E-01  -0.794965E+02
  1069   0.115590E+04   0.273729E+02   0.887048E-01  -0.794915E+02
  1070   0.115874E+04   0.270881E+02   0.887379E-01  -0.794636E+02
  1071   0.116157E+04   0.268037E+02   0.887711E-01  -0.794125E+02
  1072   0.116439E+04   0.265200E+02   0.888046E-01  -0.793393E+02
  1073   0.116718E+04   0.262370E+02   0.888383E-01  -0.792431E+02
  1074   0.116997E+04   0.259548E+02   0.888721E-01  -0.791248E+02
  1075   0.117273E+04   0.256736E+02   0.889060E-01  -0.789843E+02
  1076   0.117548E+04   0.253934E+02   0.889401E-01  -0.788209E+02
  1077   0.117820E+04   0.251144E+02   0.889742E-01  -0.786363E+02
  1078   0.118091E+04   0.248366E+02   0.890084E-01  -0.784303E+02
  1079   0.118357E+04   0.245602E+02   0.890426E-01  -0.782023E+02
  1080   0.118622E+04   0.242852E+02   0.890769E-01  -0.779537E+02
  1081   0.118884E+04   0.240118E+02   0.891112E-01  -0.776832E+02
  1082   0.119142E+04   0.237401E+02   0.891454E-01  -0.773922E+02
  1083   0.119397E+04   0.234701E+02   0.891796E-01  -0.770808E+02
  1084   0.119649E+04   0.232020E+02   0.892137E-01  -0.767489E+02
  1085   0.119897E+04   0.229358E+02   0.892478E-01  -0.763974E+02
  1086   0.120140E+04   0.226716E+02   0.892817E-01  -0.760247E+02
  1087   0.120380E+04   0.224095E+02   0.893155E-01  -0.756331E+02
  1088   0.120616E+04   0.221497E+02   0.893491E-01  -0.752219E+02
  1089   0.120846E+04   0.218922E+02   0.893825E-01  -0.747911E+02
  1090   0.121072E+04   0.216370E+02   0.894158E-01  -0.743414E+02
  1091   0.121294E+04   0.213844E+02   0.894488E-01  -0.738737E+02
  1092   0.121510E+04   0.211343E+02   0.894815E-01  -0.733871E+02
  1093   0.121721E+04   0.208870E+02   0.895140E-01  -0.728831E+02
  1094   0.121927E+04   0.206425E+02   0.895462E-01  -0.723611E+02
  1095   0.122127E+04   0.204008E+02   0.895781E-01  -0.718225E+02
  1096   0.122322E+04   0.201622E+02   0.896097E-01  -0.712666E+02
  1097   0.122512E+04   0.199267E+02   0.896409E-01  -0.706941E+02
  1098   0.122695E+04   0.196942E+02   0.896717E-01  -0.701058E+02
  1099   0.122873E+04   0.194651E+02   0.897022E-01  -0.695016E+02
  1100   0.123045E+04   0.192393E+02   0.897322E-01  -0.688824E+02
  1101   0.123210E+04   0.190168E+02   0.897618E-01  -0.682473E+02
  1102   0.123369E+04   0.187977E+02   0.897909E-01  -0.675979E+02
  1103   0.123521E+04   0.185822E+02   0.898196E-01  -0.669333E+02
  1104   0.123667E+04   0.183704E+02   0.898478E-01  -0.662549E+02
  1105   0.123806E+04   0.181620E+02   0.898754E-01  -0.655628E+02
  1106   0.123938E+04   0.179574E+02   0.899026E-01  -0.648573E+02
  1107   0.124064E+04   0.177566E+02   0.899291E-01  -0.641387E+02
  1108   0.124182E+04   0.175596E+02   0.899552E-01  -0.634076E+02
  1109   0.124294E+04   0.173665E+02   0.899806E-01  -0.626641E+02
  1110   0.124398E+04   0.171774E+02   0.900054E-01  -0.619088E+02
  1111   0.124495E+04   0.169923E+02   0.900296E-01  -0.611421E+02
  1112   0.124585E+04   0.168112E+02   0.900532E-01  -0.603642E+02
  1113   0.124668E+04   0.166342E+02   0.900761E-01  -0.595757E+02
  1114   0.124743E+04   0.164615E+02   0.900983E-01  -0.587768E+02
  1115   0.124810E+04   0.162929E+02   0.901198E-01  -0.579681E+02
  1116   0.124870E+04   0.161287E+02   0.901407E-01  -0.571500E+02
  1117   0.124923E+04   0.159687E+02   0.901608E-01  -0.563227E+02
  1118   0.124968E+04   0.158131E+02   0.901801E-01  -0.554867E+02
  1119   0.125005E+04   0.156620E+02   0.901987E-01  -0.546424E+02
  1120   0.125034E+04   0.155151E+02   0.902166E-01  -0.537902E+02
  1121   0.125055E+04   0.153729E+02   0.902336E-01  -0.529306E+02
  1122   0.125069E+04   0.152351E+02   0.902498E-01  -0.520638E+02
  1123   0.125074E+04   0.151018E+02   0.902653E-01  -0.511903E+02
  1124   0.125072E+04   0.149732E+02   0.902798E-01  -0.503104E+02
  1125   0.125061E+04   0.148492E+02   0.902936E-01  -0.494247E+02
  1126   0.125042E+04   0.147298E+02   0.903065E-01  -0.485336E+02
  1127   0.125015E+04   0.146150E+02   0.903185E-01  -0.476375E+02
  1128   0.124980E+04   0.145050E+02   0.903296E-01  -0.467370E+02
  1129   0.124937E+04   0.143998E+02   0.903398E-01  -0.458324E+02
  1130   0.124886E+04   0.142992E+02   0.903491E-01  -0.449243E+02
  1131   0.124827E+04   0.142035E+02   0.903575E-01  -0.440130E+02
  1132   0.124760E+04   0.141125E+02   0.903649E-01  -0.430991E+02
  1133   0.124685E+04   0.140264E+02   0.903714E-01  -0.421828E+02
  1134   0.124602E+04   0.139452E+02   0.903769E-01  -0.412647E+02
  1135   0.124511E+04   0.138687E+02   0.903815E-01  -0.403451E+02
  1136   0.124412E+04   0.137970E+02   0.903850E-01  -0.394244E+02
  1137   0.124304E+04   0.137302E+02   0.903876E-01  -0.385030E+02
  1138   0.124189E+04   0.136683E+02   0.903892E-01  -0.375814E+02
  1139   0.124066E+04   0.136112E+02   0.903897E-01  -0.366598E+02
  1140   0.123934E+04   0.135589E+02   0.903892E-01  -0.357389E+02
  1141   0.123795E+04   0.135115E+02   0.903877E-01  -0.348190E+02
  1142   0.123648E+04   0.134689E+02   0.903852E-01  -0.339005E+02
  1143   0.123493E+04   0.134312E+02   0.903816E-01  -0.329839E+02
  1144   0.123329E+04   0.133984E+02   0.903769E-01  -0.320696E+02
  1145   0.123158E+04   0.133703E+02   0.903712E-01  -0.311580E+02
  1146   0.122979E+04   0.133471E+02   0.903644E-01  -0.302495E+02
  1147   0.122793E+04   0.133287E+02   0.903566E-01  -0.293446E+02
  1148   0.122598E+04   0.133152E+02   0.903476E-01  -0.284436E+02
  1149   0.122396E+04   0.133063E+02   0.903376E-01  -0.275469E+02
  1150   0.122186E+04   0.133022E+02   0.903265E-01  -0.266550E+02
  1151   0.121969E+04   0.133028E+02   0.903142E-01  -0.257681E+02
  1152   0.121744E+04   0.133082E+02   0.903009E-01  -0.248868E+02
  1153   0.121512E+04   0.133182E+02   0.902865E-01  -0.240112E+02
  1154   0.121272E+04   0.133329E+02   0.902709E-01  -0.231419E+02
  1155   0.121026E+04   0.133522E+02   0.902543E-01  -0.222790E+02
  1156   0.120771E+04   0.133761E+02   0.902365E-01  -0.214232E+02
  1157   0.120510E+04   0.134046E+02   0.902176E-01  -0.205746E+02
  1158   0.120242E+04   0.134377E+02   0.901977E-01  -0.197336E+02
  1159   0.119968E+04   0.134751E+02   0.901765E-01  -0.189007E+02
  1160   0.119686E+04   0.135171E+02   0.901543E-01  -0.180760E+02
  1161   0.119398E+04   0.135635E+02   0.901310E-01  -0.172600E+02
  1162   0.119104E+04   0.136143E+02   0.901065E-01  -0.164529E+02
  1163   0.118803E+04   0.136694E+02   0.900810E-01  -0.156550E+02
  1164   0.118496E+04   0.137289E+02   0.900543E-01  -0.148667E+02
  1165   0.118183E+04   0.137925E+02   0.900265E-01  -0.140883E+02
  1166   0.117863E+04   0.138604E+02   0.899976E-01  -0.133200E+02
  1167   0.117537E+04   0.139324E+02   0.899676E-01  -0.125621E+02
  1168   0.117205E+04   0.140085E+02   0.899365E-01  -0.118150E+02
  1169   0.116868E+04   0.140887E+02   0.899043E-01  -0.110789E+02
  1170   0.116524E+04   0.141728E+02   0.898710E-01  -0.103542E+02
  1171   0.116176E+04   0.142609E+02   0.898366E-01  -0.964103E+01
