#    L    TT             EE             BB             TE          
  1931   0.235428E+03   0.112209E+02   0.478494E-01  -0.138526E+02
  1932   0.235165E+03   0.112038E+02   0.477952E-01  -0.139890E+02
  1933   0.234912E+03   0.111857E+02   0.477412E-01  -0.141241E+02
  1934   0.234669E+03   0.111667E+02   0.476875E-01  -0.142580E+02
  1935   0.234437E+03   0.111468E+02   0.476340E-01  -0.143904E+02
  1936   0.234214E+03   0.111259E+02   0.475807E-01  -0.145214E+02
  1937   0.234000E+03   0.111042E+02   0.475277E-01  -0.146508E+02
  1938   0.233796E+03   0.110815E+02   0.474748E-01  -0.147787E+02
  1939   0.233601E+03   0.110580E+02   0.474222E-01  -0.149050E+02
  1940   0.233415E+03   0.110336E+02   0.473699E-01  -0.150297E+02
  1941   0.233238E+03   0.110083E+02   0.473177E-01  -0.151526E+02
  1942   0.233069E+03   0.109822E+02   0.472658E-01  -0.152737E+02
  1943   0.232910E+03   0.109552E+02   0.472141E-01  -0.153931E+02
  1944   0.232758E+03   0.109274E+02   0.471626E-01  -0.155105E+02
  1945   0.232615E+03   0.108987E+02   0.471114E-01  -0.156261E+02
  1946   0.232480E+03   0.108691E+02   0.470603E-01  -0.157396E+02
  1947   0.232352E+03   0.108388E+02   0.470095E-01  -0.158511E+02
  1948   0.232233E+03   0.108077E+02   0.469589E-01  -0.159604E+02
  1949   0.232120E+03   0.107757E+02   0.469086E-01  -0.160677E+02
  1950   0.232014E+03   0.107429E+02   0.468584E-01  -0.161727E+02
  1951   0.231916E+03   0.107093E+02   0.468085E-01  -0.162755E+02
  1952   0.231825E+03   0.106750E+02   0.467588E-01  -0.163760E+02
  1953   0.231740E+03   0.106399E+02   0.467093E-01  -0.164743E+02
  1954   0.231661E+03   0.106041E+02   0.466600E-01  -0.165702E+02
  1955   0.231589E+03   0.105675E+02   0.466110E-01  -0.166637E+02
  1956   0.231523E+03   0.105302E+02   0.465621E-01  -0.167548E+02
  1957   0.231463E+03   0.104922E+02   0.465135E-01  -0.168436E+02
  1958   0.231409E+03   0.104535E+02   0.464651E-01  -0.169298E+02
  1959   0.231361E+03   0.104142E+02   0.464169E-01  -0.170136E+02
  1960   0.231318E+03   0.103742E+02   0.463689E-01  -0.170948E+02
  1961   0.231281E+03   0.103335E+02   0.463211E-01  -0.171736E+02
  1962   0.231248E+03   0.102923E+02   0.462735E-01  -0.172497E+02
  1963   0.231221E+03   0.102503E+02   0.462261E-01  -0.173233E+02
  1964   0.231198E+03   0.102078E+02   0.461789E-01  -0.173942E+02
  1965   0.231179E+03   0.101646E+02   0.461319E-01  -0.174625E+02
  1966   0.231165E+03   0.101209E+02   0.460852E-01  -0.175281E+02
  1967   0.231156E+03   0.100766E+02   0.460386E-01  -0.175910E+02
  1968   0.231149E+03   0.100317E+02   0.459922E-01  -0.176513E+02
  1969   0.231147E+03   0.998623E+01   0.459460E-01  -0.177088E+02
  1970   0.231148E+03   0.994033E+01   0.458999E-01  -0.177636E+02
  1971   0.231153E+03   0.989392E+01   0.458541E-01  -0.178156E+02
  1972   0.231161E+03   0.984700E+01   0.458084E-01  -0.178649E+02
  1973   0.231172E+03   0.979957E+01   0.457630E-01  -0.179114E+02
  1974   0.231185E+03   0.975169E+01   0.457177E-01  -0.179550E+02
  1975   0.231202E+03   0.970335E+01   0.456725E-01  -0.179959E+02
  1976   0.231220E+03   0.965463E+01   0.456276E-01  -0.180338E+02
  1977   0.231241E+03   0.960544E+01   0.455828E-01  -0.180690E+02
  1978   0.231263E+03   0.955578E+01   0.455381E-01  -0.181013E+02
  1979   0.231287E+03   0.950587E+01   0.454937E-01  -0.181307E+02
  1980   0.231313E+03   0.945547E+01   0.454493E-01  -0.181572E+02
  1981   0.231339E+03   0.940480E+01   0.454052E-01  -0.181808E+02
  1982   0.231367E+03   0.935378E+01   0.453612E-01  -0.182016E+02
  1983   0.231397E+03   0.930241E+01   0.453173E-01  -0.182196E+02
  1984   0.231426E+03   0.925082E+01   0.452736E-01  -0.182347E+02
  1985   0.231457E+03   0.919893E+01   0.452300E-01  -0.182469E+02
  1986   0.231487E+03   0.914674E+01   0.451865E-01  -0.182562E+02
  1987   0.231518E+03   0.909440E+01   0.451432E-01  -0.182626E+02
  1988   0.231550E+03   0.904181E+01   0.451000E-01  -0.182663E+02
  1989   0.231580E+03   0.898905E+01   0.450569E-01  -0.182670E+02
  1990   0.231610E+03   0.893603E+01   0.450139E-01  -0.182649E+02
  1991   0.231641E+03   0.888290E+01   0.449711E-01  -0.182599E+02
  1992   0.231669E+03   0.882958E+01   0.449283E-01  -0.182521E+02
  1993   0.231697E+03   0.877613E+01   0.448857E-01  -0.182414E+02
  1994   0.231724E+03   0.872262E+01   0.448431E-01  -0.182278E+02
  1995   0.231748E+03   0.866897E+01   0.448007E-01  -0.182115E+02
  1996   0.231772E+03   0.861517E+01   0.447584E-01  -0.181923E+02
  1997   0.231794E+03   0.856137E+01   0.447161E-01  -0.181703E+02
  1998   0.231813E+03   0.850755E+01   0.446740E-01  -0.181455E+02
  1999   0.231830E+03   0.845364E+01   0.446319E-01  -0.181179E+02
  2000   0.231845E+03   0.839970E+01   0.445899E-01  -0.180876E+02
  2001   0.231857E+03   0.834581E+01   0.445480E-01  -0.180545E+02
  2002   0.231866E+03   0.829194E+01   0.445062E-01  -0.180187E+02
  2003   0.231873E+03   0.823810E+01   0.444644E-01  -0.179801E+02
  2004   0.231876E+03   0.818427E+01   0.444227E-01  -0.179389E+02
  2005   0.231876E+03   0.813059E+01   0.443811E-01  -0.178949E+02
  2006   0.231873E+03   0.807690E+01   0.443395E-01  -0.178484E+02
  2007   0.231866E+03   0.802334E+01   0.442980E-01  -0.177992E+02
  2008   0.231856E+03   0.796990E+01   0.442565E-01  -0.177473E+02
  2009   0.231842E+03   0.791657E+01   0.442151E-01  -0.176929E+02
  2010   0.231824E+03   0.786342E+01   0.441737E-01  -0.176359E+02
  2011   0.231801E+03   0.781036E+01   0.441324E-01  -0.175763E+02
  2012   0.231775E+03   0.775746E+01   0.440912E-01  -0.175141E+02
  2013   0.231743E+03   0.770470E+01   0.440499E-01  -0.174495E+02
  2014   0.231707E+03   0.765216E+01   0.440087E-01  -0.173823E+02
  2015   0.231667E+03   0.759982E+01   0.439676E-01  -0.173127E+02
  2016   0.231621E+03   0.754775E+01   0.439265E-01  -0.172407E+02
  2017   0.231571E+03   0.749586E+01   0.438854E-01  -0.171664E+02
  2018   0.231516E+03   0.744422E+01   0.438443E-01  -0.170897E+02
  2019   0.231456E+03   0.739289E+01   0.438033E-01  -0.170107E+02
  2020   0.231390E+03   0.734180E+01   0.437623E-01  -0.169296E+02
  2021   0.231320E+03   0.729108E+01   0.437213E-01  -0.168461E+02
  2022   0.231244E+03   0.724059E+01   0.436803E-01  -0.167605E+02
  2023   0.231163E+03   0.719047E+01   0.436393E-01  -0.166729E+02
  2024   0.231076E+03   0.714068E+01   0.435984E-01  -0.165830E+02
  2025   0.230984E+03   0.709124E+01   0.435574E-01  -0.164911E+02
  2026   0.230885E+03   0.704216E+01   0.435165E-01  -0.163972E+02
  2027   0.230780E+03   0.699345E+01   0.434756E-01  -0.163012E+02
  2028   0.230669E+03   0.694512E+01   0.434346E-01  -0.162033E+02
  2029   0.230552E+03   0.689718E+01   0.433937E-01  -0.161034E+02
  2030   0.230429E+03   0.684966E+01   0.433528E-01  -0.160017E+02
  2031   0.230300E+03   0.680255E+01   0.433119E-01  -0.158981E+02
  2032   0.230164E+03   0.675588E+01   0.432709E-01  -0.157927E+02
  2033   0.230021E+03   0.670965E+01   0.432300E-01  -0.156856E+02
  2034   0.229872E+03   0.666389E+01   0.431890E-01  -0.155768E+02
  2035   0.229716E+03   0.661860E+01   0.431480E-01  -0.154663E+02
  2036   0.229554E+03   0.657379E+01   0.431071E-01  -0.153543E+02
  2037   0.229384E+03   0.652946E+01   0.430660E-01  -0.152406E+02
  2038   0.229208E+03   0.648563E+01   0.430250E-01  -0.151254E+02
  2039   0.229025E+03   0.644231E+01   0.429840E-01  -0.150087E+02
  2040   0.228834E+03   0.639951E+01   0.429429E-01  -0.148905E+02
  2041   0.228636E+03   0.635723E+01   0.429018E-01  -0.147710E+02
  2042   0.228431E+03   0.631548E+01   0.428606E-01  -0.146501E+02
  2043   0.228218E+03   0.627428E+01   0.428194E-01  -0.145278E+02
  2044   0.227998E+03   0.623365E+01   0.427782E-01  -0.144044E+02
  2045   0.227771E+03   0.619358E+01   0.427369E-01  -0.142797E+02
  2046   0.227537E+03   0.615408E+01   0.426956E-01  -0.141538E+02
  2047   0.227295E+03   0.611517E+01   0.426543E-01  -0.140269E+02
  2048   0.227045E+03   0.607687E+01   0.426128E-01  -0.138990E+02
  2049   0.226789E+03   0.603916E+01   0.425714E-01  -0.137702E+02
  2050   0.226525E+03   0.600208E+01   0.425299E-01  -0.136403E+02
  2051   0.226253E+03   0.596561E+01   0.424883E-01  -0.135096E+02
  2052   0.225974E+03   0.592975E+01   0.424467E-01  -0.133780E+02
  2053   0.225686E+03   0.589454E+01   0.424050E-01  -0.132456E+02
  2054   0.225391E+03   0.585995E+01   0.423632E-01  -0.131125E+02
  2055   0.225089E+03   0.582600E+01   0.423214E-01  -0.129786E+02
  2056   0.224779E+03   0.579269E+01   0.422795E-01  -0.128440E+02
  2057   0.224460E+03   0.576003E+01   0.422375E-01  -0.127088E+02
  2058   0.224135E+03   0.572802E+01   0.421954E-01  -0.125730E+02
  2059   0.223801E+03   0.569666E+01   0.421533E-01  -0.124366E+02
  2060   0.223461E+03   0.566597E+01   0.421111E-01  -0.122997E+02
  2061   0.223112E+03   0.563594E+01   0.420688E-01  -0.121624E+02
  2062   0.222756E+03   0.560659E+01   0.420264E-01  -0.120247E+02
  2063   0.222392E+03   0.557789E+01   0.419839E-01  -0.118866E+02
  2064   0.222020E+03   0.554988E+01   0.419414E-01  -0.117482E+02
  2065   0.221642E+03   0.552255E+01   0.418987E-01  -0.116095E+02
  2066   0.221255E+03   0.549589E+01   0.418560E-01  -0.114707E+02
  2067   0.220861E+03   0.546991E+01   0.418132E-01  -0.113316E+02
  2068   0.220461E+03   0.544462E+01   0.417702E-01  -0.111924E+02
  2069   0.220052E+03   0.542001E+01   0.417272E-01  -0.110531E+02
  2070   0.219636E+03   0.539609E+01   0.416841E-01  -0.109137E+02
  2071   0.219214E+03   0.537285E+01   0.416409E-01  -0.107744E+02
  2072   0.218783E+03   0.535030E+01   0.415976E-01  -0.106351E+02
  2073   0.218345E+03   0.532843E+01   0.415542E-01  -0.104960E+02
  2074   0.217900E+03   0.530725E+01   0.415107E-01  -0.103569E+02
  2075   0.217449E+03   0.528677E+01   0.414671E-01  -0.102180E+02
  2076   0.216989E+03   0.526696E+01   0.414233E-01  -0.100793E+02
  2077   0.216523E+03   0.524784E+01   0.413795E-01  -0.994090E+01
  2078   0.216050E+03   0.522941E+01   0.413356E-01  -0.980285E+01
  2079   0.215570E+03   0.521167E+01   0.412916E-01  -0.966513E+01
  2080   0.215083E+03   0.519460E+01   0.412475E-01  -0.952784E+01
  2081   0.214590E+03   0.517822E+01   0.412033E-01  -0.939098E+01
  2082   0.214090E+03   0.516253E+01   0.411589E-01  -0.925466E+01
  2083   0.213584E+03   0.514751E+01   0.411145E-01  -0.911893E+01
  2084   0.213071E+03   0.513318E+01   0.410700E-01  -0.898376E+01
  2085   0.212553E+03   0.511952E+01   0.410254E-01  -0.884928E+01
  2086   0.212027E+03   0.510653E+01   0.409806E-01  -0.871547E+01
  2087   0.211496E+03   0.509421E+01   0.409358E-01  -0.858237E+01
  2088   0.210960E+03   0.508256E+01   0.408909E-01  -0.845003E+01
  2089   0.210416E+03   0.507157E+01   0.408459E-01  -0.831850E+01
  2090   0.209867E+03   0.506123E+01   0.408008E-01  -0.818784E+01
  2091   0.209312E+03   0.505155E+01   0.407556E-01  -0.805801E+01
  2092   0.208751E+03   0.504252E+01   0.407103E-01  -0.792915E+01
  2093   0.208185E+03   0.503413E+01   0.406649E-01  -0.780131E+01
  2094   0.207613E+03   0.502638E+01   0.406194E-01  -0.767438E+01
  2095   0.207035E+03   0.501927E+01   0.405738E-01  -0.754856E+01
  2096   0.206453E+03   0.501278E+01   0.405281E-01  -0.742384E+01
  2097   0.205866E+03   0.500692E+01   0.404824E-01  -0.730022E+01
  2098   0.205272E+03   0.500167E+01   0.404365E-01  -0.717779E+01
  2099   0.204675E+03   0.499703E+01   0.403906E-01  -0.705656E+01
  2100   0.204072E+03   0.499300E+01   0.403446E-01  -0.693656E+01
  2101   0.203464E+03   0.498957E+01   0.402985E-01  -0.681784E+01
  2102   0.202851E+03   0.498671E+01   0.402523E-01  -0.670042E+01
  2103   0.202233E+03   0.498445E+01   0.402060E-01  -0.658433E+01
  2104   0.201611E+03   0.498277E+01   0.401596E-01  -0.646962E+01
  2105   0.200984E+03   0.498166E+01   0.401132E-01  -0.635629E+01
  2106   0.200353E+03   0.498112E+01   0.400667E-01  -0.624437E+01
  2107   0.199717E+03   0.498113E+01   0.400201E-01  -0.613390E+01
  2108   0.199077E+03   0.498170E+01   0.399734E-01  -0.602489E+01
  2109   0.198434E+03   0.498281E+01   0.399266E-01  -0.591739E+01
  2110   0.197786E+03   0.498446E+01   0.398798E-01  -0.581140E+01
  2111   0.197135E+03   0.498664E+01   0.398329E-01  -0.570696E+01
  2112   0.196480E+03   0.498934E+01   0.397859E-01  -0.560409E+01
  2113   0.195822E+03   0.499256E+01   0.397389E-01  -0.550280E+01
  2114   0.195160E+03   0.499629E+01   0.396917E-01  -0.540314E+01
  2115   0.194495E+03   0.500051E+01   0.396445E-01  -0.530509E+01
  2116   0.193827E+03   0.500521E+01   0.395972E-01  -0.520869E+01
  2117   0.193156E+03   0.501040E+01   0.395499E-01  -0.511395E+01
  2118   0.192482E+03   0.501606E+01   0.395025E-01  -0.502091E+01
  2119   0.191805E+03   0.502218E+01   0.394550E-01  -0.492957E+01
  2120   0.191125E+03   0.502875E+01   0.394074E-01  -0.483994E+01
  2121   0.190443E+03   0.503577E+01   0.393598E-01  -0.475205E+01
  2122   0.189759E+03   0.504322E+01   0.393121E-01  -0.466591E+01
  2123   0.189072E+03   0.505110E+01   0.392644E-01  -0.458154E+01
  2124   0.188384E+03   0.505939E+01   0.392165E-01  -0.449894E+01
  2125   0.187692E+03   0.506808E+01   0.391686E-01  -0.441814E+01
  2126   0.187000E+03   0.507717E+01   0.391207E-01  -0.433915E+01
  2127   0.186306E+03   0.508664E+01   0.390727E-01  -0.426199E+01
  2128   0.185610E+03   0.509649E+01   0.390246E-01  -0.418665E+01
  2129   0.184914E+03   0.510669E+01   0.389764E-01  -0.411316E+01
  2130   0.184215E+03   0.511725E+01   0.389282E-01  -0.404153E+01
  2131   0.183515E+03   0.512815E+01   0.388800E-01  -0.397178E+01
  2132   0.182814E+03   0.513938E+01   0.388317E-01  -0.390392E+01
  2133   0.182113E+03   0.515093E+01   0.387833E-01  -0.383794E+01
  2134   0.181410E+03   0.516280E+01   0.387349E-01  -0.377385E+01
  2135   0.180707E+03   0.517495E+01   0.386864E-01  -0.371168E+01
  2136   0.180004E+03   0.518740E+01   0.386379E-01  -0.365141E+01
  2137   0.179299E+03   0.520012E+01   0.385893E-01  -0.359305E+01
  2138   0.178595E+03   0.521311E+01   0.385407E-01  -0.353660E+01
  2139   0.177892E+03   0.522634E+01   0.384920E-01  -0.348208E+01
  2140   0.177188E+03   0.523983E+01   0.384433E-01  -0.342949E+01
  2141   0.176485E+03   0.525355E+01   0.383945E-01  -0.337883E+01
  2142   0.175782E+03   0.526748E+01   0.383457E-01  -0.333010E+01
  2143   0.175079E+03   0.528162E+01   0.382969E-01  -0.328330E+01
  2144   0.174378E+03   0.529596E+01   0.382480E-01  -0.323844E+01
  2145   0.173677E+03   0.531048E+01   0.381991E-01  -0.319552E+01
  2146   0.172977E+03   0.532516E+01   0.381502E-01  -0.315454E+01
  2147   0.172278E+03   0.534002E+01   0.381012E-01  -0.311550E+01
  2148   0.171580E+03   0.535501E+01   0.380522E-01  -0.307840E+01
  2149   0.170884E+03   0.537014E+01   0.380032E-01  -0.304323E+01
  2150   0.170189E+03   0.538539E+01   0.379542E-01  -0.301000E+01
  2151   0.169496E+03   0.540075E+01   0.379052E-01  -0.297869E+01
  2152   0.168804E+03   0.541621E+01   0.378561E-01  -0.294932E+01
  2153   0.168114E+03   0.543176E+01   0.378070E-01  -0.292187E+01
  2154   0.167426E+03   0.544738E+01   0.377580E-01  -0.289635E+01
  2155   0.166741E+03   0.546309E+01   0.377089E-01  -0.287274E+01
  2156   0.166056E+03   0.547884E+01   0.376598E-01  -0.285104E+01
  2157   0.165375E+03   0.549464E+01   0.376107E-01  -0.283123E+01
  2158   0.164696E+03   0.551049E+01   0.375616E-01  -0.281331E+01
  2159   0.164018E+03   0.552637E+01   0.375126E-01  -0.279727E+01
  2160   0.163344E+03   0.554227E+01   0.374635E-01  -0.278310E+01
  2161   0.162672E+03   0.555817E+01   0.374145E-01  -0.277080E+01
  2162   0.162003E+03   0.557408E+01   0.373654E-01  -0.276034E+01
  2163   0.161336E+03   0.558998E+01   0.373164E-01  -0.275173E+01
  2164   0.160673E+03   0.560585E+01   0.372674E-01  -0.274494E+01
  2165   0.160012E+03   0.562169E+01   0.372185E-01  -0.273997E+01
  2166   0.159354E+03   0.563749E+01   0.371695E-01  -0.273680E+01
  2167   0.158700E+03   0.565323E+01   0.371206E-01  -0.273543E+01
  2168   0.158048E+03   0.566892E+01   0.370718E-01  -0.273582E+01
  2169   0.157400E+03   0.568453E+01   0.370229E-01  -0.273796E+01
  2170   0.156756E+03   0.570006E+01   0.369741E-01  -0.274183E+01
  2171   0.156114E+03   0.571550E+01   0.369254E-01  -0.274740E+01
  2172   0.155477E+03   0.573086E+01   0.368766E-01  -0.275465E+01
  2173   0.154843E+03   0.574610E+01   0.368280E-01  -0.276356E+01
  2174   0.154214E+03   0.576123E+01   0.367794E-01  -0.277411E+01
  2175   0.153588E+03   0.577624E+01   0.367308E-01  -0.278627E+01
  2176   0.152967E+03   0.579111E+01   0.366823E-01  -0.280002E+01
  2177   0.152349E+03   0.580584E+01   0.366338E-01  -0.281534E+01
  2178   0.151736E+03   0.582042E+01   0.365854E-01  -0.283222E+01
  2179   0.151127E+03   0.583484E+01   0.365370E-01  -0.285063E+01
  2180   0.150522E+03   0.584908E+01   0.364887E-01  -0.287056E+01
  2181   0.149921E+03   0.586314E+01   0.364405E-01  -0.289197E+01
  2182   0.149326E+03   0.587700E+01   0.363923E-01  -0.291486E+01
  2183   0.148734E+03   0.589068E+01   0.363442E-01  -0.293917E+01
  2184   0.148148E+03   0.590414E+01   0.362962E-01  -0.296490E+01
  2185   0.147565E+03   0.591739E+01   0.362482E-01  -0.299201E+01
  2186   0.146988E+03   0.593042E+01   0.362003E-01  -0.302047E+01
  2187   0.146416E+03   0.594321E+01   0.361525E-01  -0.305026E+01
  2188   0.145848E+03   0.595577E+01   0.361047E-01  -0.308135E+01
  2189   0.145285E+03   0.596807E+01   0.360570E-01  -0.311371E+01
  2190   0.144728E+03   0.598013E+01   0.360094E-01  -0.314732E+01
  2191   0.144175E+03   0.599190E+01   0.359618E-01  -0.318215E+01
  2192   0.143628E+03   0.600341E+01   0.359144E-01  -0.321817E+01
  2193   0.143086E+03   0.601464E+01   0.358670E-01  -0.325535E+01
  2194   0.142548E+03   0.602557E+01   0.358197E-01  -0.329368E+01
  2195   0.142016E+03   0.603620E+01   0.357724E-01  -0.333312E+01
  2196   0.141490E+03   0.604651E+01   0.357253E-01  -0.337364E+01
  2197   0.140968E+03   0.605652E+01   0.356782E-01  -0.341521E+01
  2198   0.140452E+03   0.606620E+01   0.356312E-01  -0.345778E+01
  2199   0.139942E+03   0.607556E+01   0.355842E-01  -0.350134E+01
  2200   0.139437E+03   0.608459E+01   0.355374E-01  -0.354584E+01
  2201   0.138938E+03   0.609328E+01   0.354906E-01  -0.359126E+01
  2202   0.138444E+03   0.610162E+01   0.354440E-01  -0.363755E+01
  2203   0.137956E+03   0.610962E+01   0.353974E-01  -0.368472E+01
  2204   0.137474E+03   0.611726E+01   0.353509E-01  -0.373271E+01
  2205   0.136997E+03   0.612454E+01   0.353045E-01  -0.378152E+01
  2206   0.136526E+03   0.613147E+01   0.352581E-01  -0.383112E+01
  2207   0.136061E+03   0.613802E+01   0.352119E-01  -0.388149E+01
  2208   0.135601E+03   0.614419E+01   0.351658E-01  -0.393260E+01
  2209   0.135147E+03   0.614998E+01   0.351197E-01  -0.398443E+01
  2210   0.134699E+03   0.615538E+01   0.350737E-01  -0.403695E+01
  2211   0.134257E+03   0.616041E+01   0.350279E-01  -0.409012E+01
  2212   0.133820E+03   0.616504E+01   0.349821E-01  -0.414393E+01
  2213   0.133389E+03   0.616928E+01   0.349364E-01  -0.419834E+01
  2214   0.132964E+03   0.617312E+01   0.348908E-01  -0.425333E+01
  2215   0.132544E+03   0.617657E+01   0.348454E-01  -0.430886E+01
  2216   0.132131E+03   0.617961E+01   0.348000E-01  -0.436490E+01
  2217   0.131724E+03   0.618225E+01   0.347547E-01  -0.442143E+01
  2218   0.131322E+03   0.618449E+01   0.347096E-01  -0.447842E+01
  2219   0.130925E+03   0.618632E+01   0.346645E-01  -0.453584E+01
  2220   0.130535E+03   0.618774E+01   0.346195E-01  -0.459366E+01
  2221   0.130150E+03   0.618876E+01   0.345747E-01  -0.465185E+01
  2222   0.129772E+03   0.618936E+01   0.345300E-01  -0.471038E+01
  2223   0.129399E+03   0.618956E+01   0.344853E-01  -0.476922E+01
  2224   0.129032E+03   0.618934E+01   0.344408E-01  -0.482835E+01
  2225   0.128670E+03   0.618870E+01   0.343964E-01  -0.488773E+01
  2226   0.128314E+03   0.618765E+01   0.343522E-01  -0.494734E+01
  2227   0.127964E+03   0.618617E+01   0.343080E-01  -0.500714E+01
  2228   0.127620E+03   0.618427E+01   0.342640E-01  -0.506712E+01
  2229   0.127281E+03   0.618194E+01   0.342201E-01  -0.512724E+01
  2230   0.126947E+03   0.617919E+01   0.341763E-01  -0.518746E+01
  2231   0.126620E+03   0.617601E+01   0.341326E-01  -0.524776E+01
  2232   0.126298E+03   0.617241E+01   0.340891E-01  -0.530811E+01
  2233   0.125981E+03   0.616838E+01   0.340457E-01  -0.536847E+01
  2234   0.125670E+03   0.616394E+01   0.340024E-01  -0.542883E+01
  2235   0.125364E+03   0.615907E+01   0.339592E-01  -0.548914E+01
  2236   0.125064E+03   0.615380E+01   0.339162E-01  -0.554936E+01
  2237   0.124769E+03   0.614811E+01   0.338733E-01  -0.560949E+01
  2238   0.124480E+03   0.614201E+01   0.338305E-01  -0.566947E+01
  2239   0.124195E+03   0.613549E+01   0.337879E-01  -0.572929E+01
  2240   0.123916E+03   0.612857E+01   0.337454E-01  -0.578893E+01
  2241   0.123642E+03   0.612123E+01   0.337030E-01  -0.584833E+01
  2242   0.123373E+03   0.611348E+01   0.336608E-01  -0.590749E+01
  2243   0.123110E+03   0.610532E+01   0.336187E-01  -0.596636E+01
  2244   0.122852E+03   0.609674E+01   0.335768E-01  -0.602493E+01
  2245   0.122598E+03   0.608775E+01   0.335349E-01  -0.608316E+01
  2246   0.122349E+03   0.607835E+01   0.334932E-01  -0.614102E+01
  2247   0.122105E+03   0.606856E+01   0.334517E-01  -0.619849E+01
  2248   0.121866E+03   0.605835E+01   0.334102E-01  -0.625553E+01
  2249   0.121632E+03   0.604775E+01   0.333689E-01  -0.631213E+01
  2250   0.121403E+03   0.603675E+01   0.333278E-01  -0.636824E+01
  2251   0.121178E+03   0.602536E+01   0.332867E-01  -0.642384E+01
  2252   0.120958E+03   0.601356E+01   0.332458E-01  -0.647892E+01
  2253   0.120742E+03   0.600138E+01   0.332051E-01  -0.653344E+01
  2254   0.120530E+03   0.598881E+01   0.331644E-01  -0.658739E+01
  2255   0.120323E+03   0.597583E+01   0.331239E-01  -0.664075E+01
  2256   0.120120E+03   0.596247E+01   0.330835E-01  -0.669350E+01
  2257   0.119922E+03   0.594872E+01   0.330433E-01  -0.674562E+01
  2258   0.119727E+03   0.593458E+01   0.330031E-01  -0.679708E+01
  2259   0.119537E+03   0.592006E+01   0.329631E-01  -0.684787E+01
  2260   0.119351E+03   0.590516E+01   0.329232E-01  -0.689797E+01
  2261   0.119170E+03   0.588988E+01   0.328834E-01  -0.694736E+01
  2262   0.118992E+03   0.587424E+01   0.328438E-01  -0.699603E+01
  2263   0.118817E+03   0.585825E+01   0.328042E-01  -0.704395E+01
  2264   0.118647E+03   0.584190E+01   0.327648E-01  -0.709110E+01
  2265   0.118480E+03   0.582521E+01   0.327255E-01  -0.713746E+01
  2266   0.118318E+03   0.580817E+01   0.326863E-01  -0.718307E+01
  2267   0.118159E+03   0.579081E+01   0.326472E-01  -0.722781E+01
  2268   0.118003E+03   0.577310E+01   0.326083E-01  -0.727173E+01
  2269   0.117851E+03   0.575507E+01   0.325694E-01  -0.731478E+01
  2270   0.117702E+03   0.573672E+01   0.325307E-01  -0.735706E+01
  2271   0.117557E+03   0.571804E+01   0.324920E-01  -0.739842E+01
  2272   0.117415E+03   0.569905E+01   0.324535E-01  -0.743888E+01
  2273   0.117277E+03   0.567975E+01   0.324150E-01  -0.747847E+01
  2274   0.117142E+03   0.566014E+01   0.323767E-01  -0.751712E+01
  2275   0.117009E+03   0.564024E+01   0.323384E-01  -0.755485E+01
  2276   0.116880E+03   0.562006E+01   0.323003E-01  -0.759167E+01
  2277   0.116753E+03   0.559959E+01   0.322622E-01  -0.762753E+01
  2278   0.116629E+03   0.557885E+01   0.322243E-01  -0.766244E+01
  2279   0.116508E+03   0.555784E+01   0.321864E-01  -0.769642E+01
  2280   0.116390E+03   0.553657E+01   0.321487E-01  -0.772940E+01
  2281   0.116275E+03   0.551503E+01   0.321110E-01  -0.776133E+01
  2282   0.116161E+03   0.549326E+01   0.320735E-01  -0.779229E+01
  2283   0.116050E+03   0.547123E+01   0.320360E-01  -0.782230E+01
  2284   0.115942E+03   0.544897E+01   0.319986E-01  -0.785122E+01
  2285   0.115836E+03   0.542646E+01   0.319613E-01  -0.787915E+01
  2286   0.115732E+03   0.540373E+01   0.319241E-01  -0.790601E+01
  2287   0.115630E+03   0.538079E+01   0.318870E-01  -0.793189E+01
  2288   0.115531E+03   0.535762E+01   0.318500E-01  -0.795666E+01
  2289   0.115433E+03   0.533426E+01   0.318130E-01  -0.798041E+01
  2290   0.115337E+03   0.531071E+01   0.317762E-01  -0.800306E+01
  2291   0.115243E+03   0.528697E+01   0.317394E-01  -0.802471E+01
  2292   0.115151E+03   0.526305E+01   0.317028E-01  -0.804530E+01
  2293   0.115060E+03   0.523897E+01   0.316662E-01  -0.806474E+01
  2294   0.114971E+03   0.521474E+01   0.316297E-01  -0.808322E+01
  2295   0.114884E+03   0.519034E+01   0.315933E-01  -0.810050E+01
  2296   0.114797E+03   0.516580E+01   0.315570E-01  -0.811675E+01
  2297   0.114712E+03   0.514112E+01   0.315207E-01  -0.813191E+01
  2298   0.114628E+03   0.511631E+01   0.314846E-01  -0.814605E+01
  2299   0.114546E+03   0.509138E+01   0.314485E-01  -0.815903E+01
  2300   0.114464E+03   0.506632E+01   0.314125E-01  -0.817086E+01
  2301   0.114384E+03   0.504114E+01   0.313766E-01  -0.818169E+01
  2302   0.114304E+03   0.501587E+01   0.313408E-01  -0.819131E+01
  2303   0.114225E+03   0.499049E+01   0.313051E-01  -0.819995E+01
  2304   0.114147E+03   0.496501E+01   0.312695E-01  -0.820739E+01
  2305   0.114069E+03   0.493946E+01   0.312339E-01  -0.821377E+01
  2306   0.113992E+03   0.491381E+01   0.311984E-01  -0.821904E+01
  2307   0.113916E+03   0.488809E+01   0.311630E-01  -0.822319E+01
